SURVEY,FILENAME,SOFTWARE,NUM_PTS,NUM_RET1,NUM_RET2,NUM_RET3,NUM_RET4,NUM_RET5,X_SF,Y_SF,Z_SF,X_MIN,Y_MIN,X_MAX,Y_MAX,Z_MIN,Z_MAX,LONG_MIN,LAT_MIN,LONG_MAX,LAT_MAX,COMPRESSION,INTENSITY_MIN,INTENSITY_MAX,NUM_RET_MIN,NUM_RET_MAX,NUM_GROUND,NUM_LOWVEG,NUM_MEDVEG,NUM_HIVEG
PRG_2014,PRGL2170C9638_2014.laz, 'TerraScan',4453884,3193689,833390,311137,115668,0,0.01,0.01,0.01,217000.01,9638366.54,218000,9638999.99,62.63,109.86,-47.54652666,-3.268530037,-47.53751999,-3.262827738, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,870,1,4,3190267,2358681,1067131,1380528
PRG_2014,PRGL2170C9639_2014.laz, 'TerraScan',22782,11251,7243,3388,900,0,0.01,0.01,0.01,217931.09,9639000,218000,9639030.58,81.38,105.16,-47.53813966,-3.262826076,-47.5375193,-3.262551263, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,165,1,4,11203,3998,2452,2843
PRG_2014,PRGL2180C9638_2014.laz, 'TerraScan',1242403,605611,380472,187602,68718,0,0.01,0.01,0.01,218000.01,9638812.63,218420.29,9638999.99,70.98,180.68,-47.53752416,-3.264521115,-47.53374059,-3.262837313, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,341,1,4,603942,224191,57493,103968
PRG_2014,PRGL2180C9639_2014.laz, 'TerraScan',6195667,2806425,1926015,1027192,436035,0,0.01,0.01,0.01,218000.01,9639000,219000,9639476.61,88.99,203.13,-47.5375199,-3.262827648,-47.52851684,-3.258542731, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,472,1,4,2792274,872761,222710,465984
PRG_2014,PRGL2190C9639_2014.laz, 'TerraScan',4926911,2196630,1563967,827116,339198,0,0.01,0.01,0.01,219000.01,9639258.46,219680.74,9639743.91,162.39,207.81,-47.52852168,-3.260514404,-47.52238934,-3.256142247, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,864,1,4,2183024,624627,171017,343624
PRG_2014,PRGL2240C9623_2014.laz, 'TerraScan',1281647,697836,381922,155135,46754,0,0.01,0.01,0.01,224776.86,9623375.24,225000,9623656.46,178.49,220,-47.47693206,-3.404204663,-47.47491863,-3.401668035, LASzip compression (version 2.2r0 c2 50000): POINT10 2,1,240,1,4,314480,453066,107817,1075566
PRG_2014,PRGL2250C9623_2014.laz, 'TerraScan',6906561,3687616,2071090,873445,274410,0,0.01,0.01,0.01,225000.01,9623438.26,226000,9623999.99,152.78,224.1,-47.47492358,-3.403640236,-47.46591666,-3.398586157, LASzip compression (version 2.2r0 c2 50000): POINT10 2,1,1395,1,4,1605114,2393753,652441,5745979
PRG_2014,PRGL2250C9624_2014.laz, 'TerraScan',439130,212611,138872,65214,22433,0,0.01,0.01,0.01,225770.36,9624000,226000,9624102.63,158,203.65,-47.46798206,-3.398580765,-47.46591431,-3.397658439, LASzip compression (version 2.2r0 c2 50000): POINT10 2,1,504,1,4,73175,147127,38757,375953
PRG_2014,PRGL2260C9623_2014.laz, 'TerraScan',562766,255779,175820,92821,38346,0,0.01,0.01,0.01,226000.01,9623884.26,226259.37,9623999.99,147.34,200.61,-47.46591923,-3.39963219,-47.46358387,-3.398592139, LASzip compression (version 2.2r0 c2 50000): POINT10 2,1,467,1,4,79357,165993,33593,496845
PRG_2014,PRGL2260C9624_2014.laz, 'TerraScan',6916513,3389095,2130817,1016930,379671,0,0.01,0.01,0.01,226000.01,9624000,227000,9624548.52,121.73,203.41,-47.46591657,-3.398586067,-47.45691001,-3.393651235, LASzip compression (version 2.2r0 c2 50000): POINT10 2,1,1319,1,4,1249172,2223335,365974,6124391
PRG_2014,PRGL2270C9624_2014.laz, 'TerraScan',7594981,3499249,2365752,1232661,497319,0,0.01,0.01,0.01,227000.01,9624330.33,228000,9624994.61,116.82,171.04,-47.45691491,-3.395623372,-47.44790573,-3.389642084, LASzip compression (version 2.2r0 c2 50000): POINT10 2,1,4091,1,4,1123791,2261723,367914,6739903
PRG_2014,PRGL2280C9624_2014.laz, 'TerraScan',1720685,869264,520020,242066,89335,0,0.01,0.01,0.01,228000.01,9624776.52,228500.75,9624999.99,119.84,187.42,-47.4479106,-3.391613331,-47.4434018,-3.389604886, LASzip compression (version 2.2r0 c2 50000): POINT10 2,1,209,1,4,347199,554992,94878,1488356
PRG_2014,PRGL2280C9625_2014.laz, 'TerraScan',5329142,2716085,1593281,744531,275245,0,0.01,0.01,0.01,228012.23,9625000,229000,9625440.82,128.58,213.75,-47.44779561,-3.389593645,-47.43890148,-3.38563171, LASzip compression (version 2.2r0 c2 50000): POINT10 2,1,261,1,4,1114454,1694247,388871,4505380
PRG_2014,PRGL2290C9625_2014.laz, 'TerraScan',3031833,1417990,935795,482646,195402,0,0.01,0.01,0.01,229000.01,9625222.51,229428.7,9625595.54,180.56,224.11,-47.43890633,-3.387604959,-47.43504219,-3.38424297, LASzip compression (version 2.2r0 c2 50000): POINT10 2,1,256,1,4,476636,904498,140638,2681796
PRG_2014,PRGL2320C9645_2014.laz, 'TerraScan',620220,318336,193594,81090,27200,0,0.01,0.01,0.01,232855.67,9645472.95,233000,9645718.92,164.69,207.74,-47.40378781,-3.20464837,-47.4024847,-3.202428101, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,213,1,4,317873,124480,51369,115251
PRG_2014,PRGL2330C9645_2014.laz, 'TerraScan',6250086,2753678,2029717,1055162,411529,0,0.01,0.01,0.01,233000.01,9645500.72,234000,9645999.99,166.07,209.58,-47.40248921,-3.204400417,-47.39348603,-3.199908632, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,353,1,4,2740112,715753,207454,458813
PRG_2014,PRGL2330C9646_2014.laz, 'TerraScan',1009974,437203,327718,175676,69377,0,0.01,0.01,0.01,233630.81,9646000,234000,9646164.51,166.11,208.72,-47.39680607,-3.19990075,-47.39348258,-3.198421522, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,216,1,4,436258,109061,38076,81603
PRG_2014,PRGL2340C9645_2014.laz, 'TerraScan',91188,38113,30274,16410,6391,0,0.01,0.01,0.01,234000.01,9645946.58,234120.02,9645999.99,166.34,196.98,-47.39348706,-3.20039141,-47.39240671,-3.199911163, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,231,1,4,37921,7778,2257,6353
PRG_2014,PRGL2340C9646_2014.laz, 'TerraScan',7271239,3244643,2314620,1223268,488708,0,0.01,0.01,0.01,234000.01,9646000,235000,9646610.32,155.57,209.75,-47.39348594,-3.199908542,-47.38448047,-3.194412822, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,369,1,4,3232520,923044,232668,502570
PRG_2014,PRGL2350C9646_2014.laz, 'TerraScan',6845479,3161611,2152006,1098664,433198,0,0.01,0.01,0.01,235000.01,9646392.16,236000,9646999.99,164.22,218.56,-47.38448493,-3.196384802,-47.37547955,-3.19091145, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,313,1,4,3149909,1002893,220869,464512
PRG_2014,PRGL2350C9647_2014.laz, 'TerraScan',81775,36783,25519,13745,5728,0,0.01,0.01,0.01,235874.12,9647000,236000,9647056.11,162.06,196.13,-47.37661157,-3.190908731,-47.37547838,-3.19040417, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,181,1,4,36554,11198,3059,7365
PRG_2014,PRGL2360C9646_2014.laz, 'TerraScan',810048,379494,251967,127996,50591,0,0.01,0.01,0.01,236000.01,9646837.91,236363.42,9646999.99,164.06,208.81,-47.37548283,-3.192376524,-47.37221137,-3.19091903, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,263,1,4,377460,126471,21654,60266
PRG_2014,PRGL2360C9647_2014.laz, 'TerraScan',5785512,2682331,1782524,935703,384954,0,0.01,0.01,0.01,236000.01,9647000,237000,9647501.84,127.77,205.68,-47.37547946,-3.19091136,-47.36647632,-3.186395928, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,245,1,4,2674053,895211,188323,415841
PRG_2014,PRGL2370C9647_2014.laz, 'TerraScan',2915520,1397238,844600,467553,206129,0,0.01,0.01,0.01,237000.01,9647283.49,237508.38,9647691.94,102.55,160.53,-47.36648075,-3.188369652,-47.36190062,-3.184688104, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,368,1,4,1393752,550955,211533,117111
PRG_2014,PRGL2420C9631_2014.laz, 'TerraScan',2475708,1141737,756937,404236,172798,0,0.01,0.01,0.01,242600.95,9631324.03,243000,9631683.62,182.85,227.58,-47.31644159,-3.332751578,-47.31284476,-3.329509509, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,228,1,4,1137131,382381,68400,119081
PRG_2014,PRGL2420C9668_2014.laz, 'TerraScan',1643555,1627587,12233,3138,597,0,0.01,0.01,0.01,242544.87,9668281.99,243000,9668666.24,119.3,152.65,-47.31620349,-2.998665464,-47.31210385,-2.995200676, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,4091,1,4,1628303,1616051,1272963,58693
PRG_2014,PRGL2430C9631_2014.laz, 'TerraScan',6327122,3006118,1943462,983991,393551,0,0.01,0.01,0.01,243000.01,9631465.62,244000,9631999.99,170.52,243.68,-47.31284927,-3.33148014,-47.30384362,-3.3266708, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,227,1,4,2992405,1054749,181019,313082
PRG_2014,PRGL2430C9632_2014.laz, 'TerraScan',538593,263149,166588,79157,29699,0,0.01,0.01,0.01,243709.84,9632000,244000,9632129.48,176.55,214.96,-47.30645346,-3.326664582,-47.3038409,-3.325500256, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,216,1,4,261108,95408,16688,35077
PRG_2014,PRGL2430C9668_2014.laz, 'TerraScan',4791126,3828779,569405,283087,109855,0,0.01,0.01,0.01,243000.01,9668448.49,244000,9668999.99,129.42,184.64,-47.31210789,-2.997169061,-47.30310593,-2.992202708, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,807,1,4,3827232,3258821,2370455,401626
PRG_2014,PRGL2430C9669_2014.laz, 'TerraScan',253906,253854,52,0,0,0,0.01,0.01,0.01,243749.34,9669000,244000,9669111.77,136.48,599.95,-47.30535977,-2.992197858,-47.30310382,-2.991192249, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,5,735,1,2,253905,253853,186472,
PRG_2014,PRGL2440C9631_2014.laz, 'TerraScan',319947,150613,99238,50120,19976,0,0.01,0.01,0.01,244000.01,9631911.51,244198.67,9631999.99,182.54,216.4,-47.30384539,-3.327470628,-47.30205669,-3.326674991, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,203,1,4,149637,50782,8835,15820
PRG_2014,PRGL2440C9632_2014.laz, 'TerraScan',6857472,3290190,2115749,1046474,405059,0,0.01,0.01,0.01,244000.01,9632000,245000,9632575.39,182.22,226.12,-47.30384353,-3.32667071,-47.29483708,-3.321490417, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,269,1,4,3277465,1167166,242614,374634
PRG_2014,PRGL2440C9668_2014.laz, 'TerraScan',260940,260856,84,0,0,0,0.01,0.01,0.01,244000.01,9668893.59,244238.4,9668999.99,135.28,137.81,-47.30310785,-2.993164533,-47.30096233,-2.99220723, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,16,519,1,2,260940,260856,196768,3
PRG_2014,PRGL2440C9669_2014.laz, 'TerraScan',4600722,3961885,638039,798,0,0,0.01,0.01,0.01,244000.01,9669000,245000,9669557.02,126.2,146.7,-47.30310584,-2.992202618,-47.29410382,-2.987186228, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,3,3962321,3324283,2763886,1050389
PRG_2014,PRGL2450C9632_2014.laz, 'TerraScan',6949065,3456477,2118202,999940,374446,0,0.01,0.01,0.01,245000.01,9632357.26,246000,9632999.99,120.57,226.3,-47.29484154,-3.323462248,-47.28583372,-3.317673082, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,246,1,4,3441992,1330388,259748,297916
PRG_2014,PRGL2450C9633_2014.laz, 'TerraScan',14910,7689,4453,2079,689,0,0.01,0.01,0.01,245952.96,9633000,246000,9633021.03,148.44,178.19,-47.28625682,-3.317672009,-47.28583328,-3.317482885, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,222,1,4,7904,3361,1238,1019
PRG_2014,PRGL2450C9669_2014.laz, 'TerraScan',6476642,4116764,1843415,357626,158837,0,0.01,0.01,0.01,245000.01,9669339.11,246000,9669999.99,126.02,169.68,-47.29410782,-2.989156084,-47.28510388,-2.983200692, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,629,1,4,4114346,2272593,1942653,2305921
PRG_2014,PRGL2450C9670_2014.laz, 'TerraScan',290,124,99,46,21,0,0.01,0.01,0.01,245994.51,9670000,246000,9670002.49,126.89,153.94,-47.28515325,-2.983200499,-47.28510383,-2.983178093, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,451,1,4,103,18,190,8
PRG_2014,PRGL2460C9632_2014.laz, 'TerraScan',1339281,685031,384379,192963,76908,0,0.01,0.01,0.01,246000.01,9632802.93,246441.59,9632999.99,90.95,182.83,-47.28583773,-3.319454457,-47.28186182,-3.317682295, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,217,1,4,682182,299017,103636,68136
PRG_2014,PRGL2460C9633_2014.laz, 'TerraScan',2897125,2675762,144569,57956,18838,0,0.01,0.01,0.01,246000.01,9633000,247000,9633466.58,89.25,160.38,-47.28583363,-3.317672991,-47.27682952,-3.313476034, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,452,1,4,2675232,2531039,1888685,246559
PRG_2014,PRGL2460C9669_2014.laz, 'TerraScan',2403375,1030559,759325,426954,186537,0,0.01,0.01,0.01,246000.01,9669784.34,246483.95,9669999.99,126.07,161.91,-47.28510782,-2.985150131,-47.28075236,-2.983209769, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,608,1,4,1030154,271342,106874,119041
PRG_2014,PRGL2460C9670_2014.laz, 'TerraScan',7271287,3110832,2253474,1304965,602016,0,0.01,0.01,0.01,246000.01,9670000,247000,9670447.89,111.11,162.45,-47.28510379,-2.983200602,-47.27610387,-2.979170465, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,709,1,4,3093772,847985,263166,426041
PRG_2014,PRGL2470C9633_2014.laz, 'TerraScan',699036,688394,7919,2193,530,0,0.01,0.01,0.01,247000.01,9633248.87,247252.74,9633543.2,85.33,104.35,-47.27683393,-3.315444093,-47.27455465,-3.312788649, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,195,1,4,688529,680612,514642,48317
PRG_2014,PRGL2470C9670_2014.laz, 'TerraScan',1474873,633625,454278,263436,123534,0,0.01,0.01,0.01,247000.01,9670229.71,247198.68,9670499.85,107.75,158.27,-47.27610783,-2.981142787,-47.27431644,-2.978704461, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4089,1,4,631439,178210,59808,95665
PRG_2014,PRGL2500C9653_2014.laz, 'TerraScan',1360473,1176344,99524,57712,26893,0,0.01,0.01,0.01,250683.58,9653417.43,251000,9653739.88,88.83,124.94,-47.24330175,-3.133195414,-47.24044993,-3.130286561, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,667,1,4,1176784,1077204,797823,142520
PRG_2014,PRGL2510C9653_2014.laz, 'TerraScan',4379205,3317063,781241,212511,68390,0,0.01,0.01,0.01,251000.01,9653521.83,252000,9653999.99,89.71,155.35,-47.24045403,-3.13225775,-47.23145176,-3.127954405, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4092,1,4,3315219,2534607,2036763,886254
PRG_2014,PRGL2510C9654_2014.laz, 'TerraScan',1488745,810081,616188,62460,16,0,0.01,0.01,0.01,251584.18,9654000,252000,9654185.43,138.95,155.09,-47.23519131,-3.127946316,-47.23144822,-3.126278002, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,736,1,4,810403,194200,597309,658901
PRG_2014,PRGL2520C9653_2014.laz, 'TerraScan',50831,26306,22575,1950,0,0,0.01,0.01,0.01,252000.01,9653967.48,252073.44,9653999.99,152.21,157.22,-47.23145229,-3.1282483,-47.2307913,-3.127955817, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,553,1,3,26622,4032,20625,23713
PRG_2014,PRGL2520C9654_2014.laz, 'TerraScan',6692429,4146188,2300756,230418,15067,0,0.01,0.01,0.01,252000.01,9654000,253000,9654630.59,98.73,158.88,-47.23145167,-3.127954315,-47.22244654,-3.122272843, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,4141347,1841612,2207577,3383641
PRG_2014,PRGL2530C9654_2014.laz, 'TerraScan',7541027,3908881,2595945,785001,251200,0,0.01,0.01,0.01,253000.01,9654412.86,254000,9654999.99,101.86,190.65,-47.22245059,-3.124241164,-47.21344632,-3.118952445, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,818,1,4,3903292,1309525,1890238,2266768
PRG_2014,PRGL2530C9655_2014.laz, 'TerraScan',156760,106627,42946,7183,4,0,0.01,0.01,0.01,253829.16,9655000,254000,9655076.18,160.81,165.14,-47.21498272,-3.118949106,-47.21344488,-3.118263669, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,621,1,4,106742,63789,71589,40476
PRG_2014,PRGL2540C9654_2014.laz, 'TerraScan',386075,385954,121,0,0,0,0.01,0.01,0.01,254000.01,9654858.11,254318.07,9654999.99,161.47,163.83,-47.21344891,-3.120235076,-47.21058584,-3.118958488, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,186,674,1,2,386075,385954,294311,25
PRG_2014,PRGL2540C9655_2014.laz, 'TerraScan',3678877,3677217,1659,1,0,0,0.01,0.01,0.01,254000.01,9655000,255000,9655521.63,154.72,171.85,-47.21344623,-3.118952355,-47.20444324,-3.114255634, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,3,733,1,3,3678187,3676528,2780997,189
PRG_2014,PRGL2550C9655_2014.laz, 'TerraScan',1174312,1170611,3453,242,6,0,0.01,0.01,0.01,255000.01,9655303.62,255336.75,9655635.22,146.78,161.16,-47.20444726,-3.116226511,-47.20141263,-3.113235105, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,741,1,4,1170849,1167397,879770,10964
PRG_2014,PRGL2600C9639_2014.laz, 'TerraScan',4126594,1807063,1301747,710870,306914,0,0.01,0.01,0.01,260425.62,9639268.37,261000,9639705.83,124.72,238.14,-47.15595453,-3.261296081,-47.15077968,-3.257352287, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,216,1,4,1847487,548751,106078,145459
PRG_2014,PRGL2610C9639_2014.laz, 'TerraScan',6853619,2921189,2159835,1224514,548081,0,0.01,0.01,0.01,261000.01,9639487.67,262000,9639999.99,108.39,229.26,-47.15078378,-3.259324585,-47.14177922,-3.254712139, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,484,1,4,3079252,910609,118950,211387
PRG_2014,PRGL2610C9640_2014.laz, 'TerraScan',919320,398682,291904,160339,68395,0,0.01,0.01,0.01,261660.33,9640000,262000,9640151.28,168.56,226.21,-47.1448345,-3.254705523,-47.14177633,-3.253344378, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,206,1,4,426109,132790,22648,27482
PRG_2014,PRGL2620C9639_2014.laz, 'TerraScan',171022,71086,54736,31209,13991,0,0.01,0.01,0.01,262000.01,9639933.34,262149.98,9639999.99,156.48,229.72,-47.14178041,-3.255314699,-47.14043018,-3.254715017, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,206,1,4,76111,20860,3192,3045
PRG_2014,PRGL2620C9640_2014.laz, 'TerraScan',8116445,3441232,2586374,1451576,637263,0,0.01,0.01,0.01,262000.01,9640000,263000,9640596.94,141.42,237.51,-47.14177913,-3.254712049,-47.13277301,-3.249334442, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,413,1,4,3535394,953112,186714,255281
PRG_2014,PRGL2630C9640_2014.laz, 'TerraScan',8180015,3619671,2547454,1398865,614025,0,0.01,0.01,0.01,263000.01,9640378.74,264000,9640999.99,179.96,229.19,-47.13277707,-3.251307125,-47.12377053,-3.245709605, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,2880,1,4,3613336,1073157,227893,317224
PRG_2014,PRGL2630C9641_2014.laz, 'TerraScan',78574,32931,25468,14202,5973,0,0.01,0.01,0.01,263904.93,9641000,264000,9641042.33,185.34,227.29,-47.12462567,-3.245707709,-47.12376973,-3.245326818, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,204,1,4,33181,7529,3052,3953
PRG_2014,PRGL2640C9640_2014.laz, 'TerraScan',1265755,568191,400127,210964,86473,0,0.01,0.01,0.01,264000.01,9640824.7,264394.16,9640999.99,185.14,228.43,-47.12377375,-3.247294361,-47.1202251,-3.24571708, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,212,1,4,568261,168001,41713,68047
PRG_2014,PRGL2640C9641_2014.laz, 'TerraScan',6732975,3040996,2116689,1115888,459402,0,0.01,0.01,0.01,264000.01,9641000,265000,9641485.94,185.4,235.19,-47.12377044,-3.245709514,-47.1147665,-3.24133516, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,295,1,4,3028655,917607,220014,359674
PRG_2014,PRGL2650C9641_2014.laz, 'TerraScan',280609,125017,86537,48069,20986,0,0.01,0.01,0.01,265000.01,9641269.77,265077.62,9641476.9,185.34,227.74,-47.11477047,-3.243289515,-47.11406849,-3.241418354, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,222,1,4,124519,38215,8613,12477
PRG_2014,PRGL2680C9661_2014.laz, 'TerraScan',3073133,1891618,800493,286200,94822,0,0.01,0.01,0.01,268512.68,9661357.41,269000,9661755.98,70.28,141.01,-47.08281265,-3.061742596,-47.07842298,-3.058147649, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,1131,1,4,1886920,1088307,493683,993275
PRG_2014,PRGL2690C9661_2014.laz, 'TerraScan',6994409,3414783,1981022,1106032,492572,0,0.01,0.01,0.01,269000.01,9661538.21,270000,9661999.99,71.08,142.31,-47.07842668,-3.060116521,-47.06942521,-3.055958993, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,2225,1,4,3406972,1429463,916565,801607
PRG_2014,PRGL2690C9662_2014.laz, 'TerraScan',1100680,932172,89050,55772,23686,0,0.01,0.01,0.01,269548.15,9662000,270000,9662201.15,91.6,142.06,-47.07348894,-3.055951026,-47.06942172,-3.054140282, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,833,1,4,931867,843129,688895,52130
PRG_2014,PRGL2700C9661_2014.laz, 'TerraScan',2460,2460,0,0,0,0,0.01,0.01,0.01,270000.01,9661983.11,270037.58,9661999.99,137.83,138.24,-47.06942541,-3.056111607,-47.06908723,-3.055959648, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,183,548,1,1,2460,2460,1316,
PRG_2014,PRGL2700C9662_2014.laz, 'TerraScan',6249637,4195891,1412941,487959,152846,0,0.01,0.01,0.01,270000.01,9662000,271000,9662646.33,71.01,143.56,-47.06942512,-3.055958903,-47.06042049,-3.050132704, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,4193635,2781563,1473577,2350735
PRG_2014,PRGL2710C9662_2014.laz, 'TerraScan',7181512,4155543,1757315,898925,369729,0,0.01,0.01,0.01,271000.01,9662428.34,272000,9662999.99,85.81,177.01,-47.06042416,-3.052103588,-47.05142085,-3.046952456, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,1893,1,4,4144697,2394270,1513744,1715098
PRG_2014,PRGL2710C9663_2014.laz, 'TerraScan',151983,151952,31,0,0,0,0.01,0.01,0.01,271794.61,9663000,272000,9663091.58,142.17,149.11,-47.05326804,-3.046948828,-47.05141929,-3.046124371, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,196,780,1,2,151983,151952,103863,
PRG_2014,PRGL2720C9662_2014.laz, 'TerraScan',437242,361115,47592,20615,7920,0,0.01,0.01,0.01,272000.01,9662873.51,272283.78,9662999.99,116.9,151.56,-47.05142293,-3.04809599,-47.04886865,-3.046957338, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,805,1,4,361304,313678,250308,44712
PRG_2014,PRGL2720C9663_2014.laz, 'TerraScan',5883875,4067665,1228320,461707,126183,0,0.01,0.01,0.01,272000.01,9663000,273000,9663536.71,79.8,152.36,-47.05142076,-3.046952366,-47.04241811,-3.042117001, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,4067075,2839048,2002580,1311913
PRG_2014,PRGL2730C9663_2014.laz, 'TerraScan',846102,542544,209251,75492,18815,0,0.01,0.01,0.01,273000.01,9663318.75,273165.54,9663574.08,100.05,155.71,-47.04242173,-3.044087637,-47.04092867,-3.04178196, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,755,1,4,542297,333158,203598,191230
PRG_2014,PRGL2780C9647_2014.laz, 'TerraScan',2573378,2536822,34016,1945,595,0,0.01,0.01,0.01,278251.37,9647207.87,279000,9647722.9,203.02,239.33,-46.99546689,-3.189843405,-46.98872392,-3.185199838, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,252,1,4,2537159,2503143,1193423,1062197
PRG_2014,PRGL2790C9647_2014.laz, 'TerraScan',2948450,2926647,19673,1509,621,0,0.01,0.01,0.01,279000.01,9647504.95,280000,9647999.99,202.82,217.7,-46.98872762,-3.187170443,-46.97972401,-3.182711907, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4092,1,4,2927309,2907637,1186682,1362264
PRG_2014,PRGL2790C9648_2014.laz, 'TerraScan',499468,491753,6924,674,117,0,0.01,0.01,0.01,279622.73,9648000,280000,9648168.08,207.15,216.91,-46.9831176,-3.182705264,-46.97972111,-3.181192105, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,290,1,4,491903,484979,335644,70246
PRG_2014,PRGL2800C9647_2014.laz, 'TerraScan',36539,35847,691,1,0,0,0.01,0.01,0.01,280000.01,9647949.93,280112.06,9647999.99,207.73,211.13,-46.97972479,-3.183164529,-46.97871602,-3.182713851, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,217,1,3,35858,35167,13230,14211
