SURVEY,FILENAME,SOFTWARE,NUM_PTS,NUM_RET1,NUM_RET2,NUM_RET3,NUM_RET4,NUM_RET5,X_SF,Y_SF,Z_SF,X_MIN,Y_MIN,X_MAX,Y_MAX,Z_MIN,Z_MAX,LONG_MIN,LAT_MIN,LONG_MAX,LAT_MAX,COMPRESSION,INTENSITY_MIN,INTENSITY_MAX,NUM_RET_MIN,NUM_RET_MAX,NUM_GROUND,NUM_LOWVEG,NUM_MEDVEG,NUM_HIVEG
AND_2014,ANDL2940C9715_2014.laz, 'TerraScan',7294376,3060314,2249708,1337320,647034,0,0.01,0.01,0.01,294750.01,9715000,295000.75,9716000.12,76.03,212.11,-46.84606444,-2.577121479,-46.84379702,-2.568081262, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,3710,1,4,3067179,818701,156822,252714
AND_2014,ANDL2940C9716_2014.laz, 'TerraScan',7229334,3031664,2233512,1330102,634056,0,0.01,0.01,0.01,294750.01,9715999.98,295000.73,9717000.1,76.29,213.88,-46.84605144,-2.568079256,-46.84378426,-2.559039027, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,3031247,798630,168350,321689
AND_2014,ANDL2940C9717_2014.laz, 'TerraScan',8998452,3581160,2865377,1747642,804273,0,0.01,0.01,0.01,294750.01,9716999.98,295000.78,9718000.16,77.33,201.29,-46.84603847,-2.559036851,-46.84377091,-2.549996067, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,3453,1,4,3580657,715954,251477,745818
AND_2014,ANDL2940C9718_2014.laz, 'TerraScan',5229589,3116967,1357189,544052,211381,0,0.01,0.01,0.01,294750.01,9718000,295000.72,9719000.13,64.6,199.41,-46.84602556,-2.549994264,-46.84375859,-2.540953918, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,3117648,1760409,1084268,1098886
AND_2014,ANDL2940C9719_2014.laz, 'TerraScan',7752376,3376521,2430174,1359165,586516,0,0.01,0.01,0.01,294750.01,9719000.02,295000.69,9719999.99,57.47,118.09,-46.84601269,-2.540951676,-46.84374606,-2.531912763, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,3380400,949245,419041,567421
AND_2014,ANDL2950C9715_2014.laz, 'TerraScan',45408340,18988292,14034313,8356543,4029192,0,0.01,0.01,0.01,294999.3,9715000,296000.47,9716000.16,65.48,164.27,-46.84382305,-2.577124744,-46.83480849,-2.568093908, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,18996040,4961336,1180282,1491781
AND_2014,ANDL2950C9716_2014.laz, 'TerraScan',45379874,18764470,14104922,8444359,4066123,0,0.01,0.01,0.01,294999.29,9715999.94,296000.5,9717000.16,68.08,181.91,-46.84381015,-2.568082871,-46.83479533,-2.559051446, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4092,1,4,18283812,4555579,682771,1554689
AND_2014,ANDL2950C9717_2014.laz, 'TerraScan',48962986,20187681,15545228,9134855,4095222,0,0.01,0.01,0.01,294999.3,9716999.96,296000.49,9718000.17,71.25,169.49,-46.84379712,-2.559040274,-46.83478259,-2.550008892, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,17887053,4130818,551833,2541343
AND_2014,ANDL2950C9718_2014.laz, 'TerraScan',33515163,18766662,8766151,4302633,1679717,0,0.01,0.01,0.01,294999.31,9717999.96,296000.48,9719000.15,61.97,152.74,-46.84378413,-2.549997856,-46.83476988,-2.540966608, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4092,1,4,18771564,10006243,5496323,6087874
AND_2014,ANDL2950C9719_2014.laz, 'TerraScan',46245034,19956224,14771052,8146522,3371236,0,0.01,0.01,0.01,294999.3,9718999.96,296000.48,9720000.15,57.74,137.56,-46.84377136,-2.540955437,-46.83475714,-2.531924141, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4092,1,4,19957221,5188232,2058755,3998817
AND_2014,ANDL2960C9715_2014.laz, 'TerraScan',27192807,11691269,8374223,4845282,2282033,0,0.01,0.01,0.01,295999.15,9715000,296750,9716000.11,63.37,173.76,-46.83483328,-2.577137799,-46.82806939,-2.568104071, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,11685253,3314628,675605,906487
AND_2014,ANDL2960C9716_2014.laz, 'TerraScan',28469600,11721429,8785421,5324311,2638439,0,0.01,0.01,0.01,295999.18,9715999.95,296750,9717000.14,64.3,147.46,-46.83482009,-2.56809579,-46.82805655,-2.559061303, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,11715746,2933948,713516,846710
AND_2014,ANDL2960C9717_2014.laz, 'TerraScan',29989412,12735896,9330762,5423347,2499407,0,0.01,0.01,0.01,295999.17,9716999.96,296750,9718000.14,71.86,207.16,-46.83480729,-2.559053237,-46.82804376,-2.550018805, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,1886,1,4,12727472,3401492,782165,1479076
AND_2014,ANDL2960C9718_2014.laz, 'TerraScan',18291277,11755372,3687808,1998617,849480,0,0.01,0.01,0.01,295999.18,9717999.96,296750,9719000.17,67.96,144.05,-46.83479437,-2.550010774,-46.82803102,-2.540976034, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4092,1,4,11755223,8068053,4896187,2295332
AND_2014,ANDL2960C9719_2014.laz, 'TerraScan',22389501,11554304,6062806,3356135,1416256,0,0.01,0.01,0.01,295999.16,9718999.96,296750,9719999.99,70.29,180.06,-46.83478176,-2.540968309,-46.82801832,-2.531935162, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,11555780,5493098,2903977,2034387
CAU_2012,CAUL7780C9583_2012.laz, 'TerraScan',16493088,8402681,8090407,0,0,0,0.01,0.01,0.01,778144.75,9583227.84,779000,9583999.99,86.98,202.77,-48.49580346,-3.76699928,-48.48812845,-3.759998211, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,440,1,2,8405692,3395378,426055,989210
CAU_2012,CAUL7780C9584_2012.laz, 'TerraScan',23167466,11428828,11738638,0,0,0,0.01,0.01,0.01,778155.08,9584000,779000,9584999.99,80.93,195.08,-48.49573047,-3.760020056,-48.4881543,-3.750960037, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,450,1,2,11427436,4309860,372234,820052
CAU_2012,CAUL7780C9585_2012.laz, 'TerraScan',21327480,10440803,10886677,0,0,0,0.01,0.01,0.01,778168.54,9585000,779000,9585999.99,75.12,279.4,-48.49563514,-3.750981482,-48.48818009,-3.741921862, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,334,1,2,10440238,3793920,227283,511537
CAU_2012,CAUL7780C9586_2012.laz, 'TerraScan',19349518,9456939,9892579,0,0,0,0.01,0.01,0.01,778182.2,9586000,779000,9586999.99,79.26,178.68,-48.49553795,-3.741942902,-48.48820582,-3.732883685, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,358,1,2,9457071,3482935,404241,839712
CAU_2012,CAUL7780C9587_2012.laz, 'TerraScan',5813057,2780397,3032660,0,0,0,0.01,0.01,0.01,778195.63,9587000,779000,9587287.78,76.57,166.91,-48.49544277,-3.732904328,-48.48821321,-3.730282587, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,319,1,2,2781936,962609,126688,272535
CAU_2012,CAUL7790C9583_2012.laz, 'TerraScan',27284539,13153314,14131225,0,0,0,0.01,0.01,0.01,779000.01,9583214.33,780000,9583999.99,82.62,226.44,-48.48810801,-3.76709914,-48.47913119,-3.759972163, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,605,1,2,13153364,4737739,333436,1102892
CAU_2012,CAUL7790C9584_2012.laz, 'TerraScan',33463524,16622546,16840978,0,0,0,0.01,0.01,0.01,779000.01,9584000,780000,9584999.99,110.65,226.61,-48.48812836,-3.75999812,-48.47915713,-3.750934052, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,565,1,2,16623077,6441437,648095,1991733
CAU_2012,CAUL7790C9585_2012.laz, 'TerraScan',27721785,13099434,14622351,0,0,0,0.01,0.01,0.01,779000.01,9585000,780000,9585999.99,79.25,275.74,-48.48815421,-3.750959947,-48.47918302,-3.74189594, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,448,1,2,13102792,4441196,307889,948431
CAU_2012,CAUL7790C9586_2012.laz, 'TerraScan',26996552,12935056,14061496,0,0,0,0.01,0.01,0.01,779000.01,9586000,780000,9586999.99,80.75,200.62,-48.48818,-3.741921771,-48.47920883,-3.732857825, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,486,1,2,12937906,4584185,551833,1176181
CAU_2012,CAUL7790C9587_2012.laz, 'TerraScan',6961112,3343005,3618107,0,0,0,0.01,0.01,0.01,779000.01,9587000,780000,9587276.96,86.73,167.22,-48.48820573,-3.732883594,-48.47921597,-3.730354538, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,514,1,2,3342505,1188679,73819,225972
CAU_2012,CAUL7800C9583_2012.laz, 'TerraScan',24745528,11710056,13035472,0,0,0,0.01,0.01,0.01,780000.01,9583200.8,781000,9583999.99,75.25,276.05,-48.47911032,-3.767195329,-48.47013399,-3.759946022, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,694,1,2,11711279,4036551,281869,733568
CAU_2012,CAUL7800C9584_2012.laz, 'TerraScan',28394682,14098998,14295684,0,0,0,0.01,0.01,0.01,780000.01,9584000,781000,9584999.99,87.5,230.27,-48.4791311,-3.759972072,-48.47016003,-3.750907975, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,1112,1,2,14098176,5437445,452943,1554689
CAU_2012,CAUL7800C9585_2012.laz, 'TerraScan',27069005,13616643,13452362,0,0,0,0.01,0.01,0.01,780000.01,9585000,781000,9585999.99,100.25,734.32,-48.47915704,-3.750933962,-48.470186,-3.741869925, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,596,1,2,13614038,5402798,403213,1266970
CAU_2012,CAUL7800C9586_2012.laz, 'TerraScan',25629614,12589114,13040500,0,0,0,0.01,0.01,0.01,780000.01,9586000,781000,9586999.99,113.38,312.11,-48.47918293,-3.741895849,-48.47021191,-3.732831874, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,569,1,2,12587438,4728891,350993,1144539
CAU_2012,CAUL7800C9587_2012.laz, 'TerraScan',6778858,3323812,3455046,0,0,0,0.01,0.01,0.01,780000.01,9587000,781000,9587263.43,96.53,202.38,-48.47920875,-3.732857735,-48.47021873,-3.730450889, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,508,1,2,3324216,1229738,87958,327036
CAU_2012,CAUL7810C9583_2012.laz, 'TerraScan',5869977,2740591,3129386,0,0,0,0.01,0.01,0.01,781000.01,9583198.87,781154.32,9583999.99,73.3,152.01,-48.470113,-3.767186581,-48.46874555,-3.75994198, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,401,1,2,2735128,910778,88568,174563
CAU_2012,CAUL7810C9584_2012.laz, 'TerraScan',4510850,2073278,2437572,0,0,0,0.01,0.01,0.01,781000.01,9584000,781167.88,9584999.99,93.18,197.03,-48.4701339,-3.759945932,-48.4686496,-3.750903588, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,456,1,2,2077387,651062,57185,187453
CAU_2012,CAUL7810C9585_2012.laz, 'TerraScan',5462138,2734464,2727674,0,0,0,0.01,0.01,0.01,781000.01,9585000,781181.34,9585999.99,132.13,220.52,-48.47015994,-3.750907884,-48.46855449,-3.741865198, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,478,1,2,2740006,1072583,102237,238583
CAU_2012,CAUL7810C9586_2012.laz, 'TerraScan',5823258,2835008,2988250,0,0,0,0.01,0.01,0.01,781000.01,9586000,781194.94,9586999.99,146.14,208.39,-48.47018591,-3.741869835,-48.46845806,-3.732826804, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,474,1,2,2837142,1042664,100414,289263
CAU_2012,CAUL7810C9587_2012.laz, 'TerraScan',1594271,759905,834366,0,0,0,0.01,0.01,0.01,781000.01,9587000,781198.31,9587249.92,146.37,250.76,-48.47021182,-3.732831783,-48.46843421,-3.730567839, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,449,1,2,759756,258467,21029,98076
CAU_2014,CAUL7780C9583_2014.laz, 'TerraScan',35192451,22175479,13016972,0,0,0,0.01,0.01,0.01,778144.73,9583227.83,779000.94,9584000.08,86.92,202.05,-48.49580364,-3.76699937,-48.48812,-3.759997373, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,96,1,2,22177742,12298825,721683,1332531
CAU_2014,CAUL7780C9584_2014.laz, 'TerraScan',45097773,27996584,17101189,0,0,0,0.01,0.01,0.01,778155.03,9583999.87,779000.91,9585000.13,80.72,194.96,-48.49573091,-3.760021232,-48.48814612,-3.750958748, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,62,1,2,28013276,15153982,1145275,1601417
CAU_2014,CAUL7780C9585_2014.laz, 'TerraScan',49284087,30393916,18890171,0,0,0,0.01,0.01,0.01,778168.54,9584999.84,779000.79,9586000.14,74.77,164.83,-48.49563513,-3.750982928,-48.48817299,-3.741920486, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4088,1,2,30403746,16295466,682771,983338
CAU_2014,CAUL7780C9586_2014.laz, 'TerraScan',46918096,29318869,17599227,0,0,0,0.01,0.01,0.01,778182.03,9585999.27,779000.6,9587000.14,79.32,239.02,-48.49553946,-3.741949504,-48.48820043,-3.732882313, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,1473,1,2,29313776,15916143,968537,1271256
CAU_2014,CAUL7780C9587_2014.laz, 'TerraScan',11927706,7459164,4468542,0,0,0,0.01,0.01,0.01,778195.54,9586999.87,779000.72,9587287.79,76.9,166.73,-48.49544358,-3.732905505,-48.48820673,-3.730282478, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,58,1,2,7457876,4033170,224628,408387
CAU_2014,CAUL7790C9583_2014.laz, 'TerraScan',51288913,31872875,19416038,0,0,0,0.01,0.01,0.01,778999.24,9583214.34,780000.82,9584000.17,82.82,203.42,-48.48811493,-3.76709907,-48.47912382,-3.759970515, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,336,1,2,31878479,17370930,735571,1260133
CAU_2014,CAUL7790C9584_2014.laz, 'TerraScan',65733719,40574261,25159458,0,0,0,0.01,0.01,0.01,778999.25,9583999.85,780000.81,9585000.11,110.72,212.88,-48.4881352,-3.759999495,-48.47914985,-3.750932947, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,77,1,2,40572165,21931578,1596378,2541343
CAU_2014,CAUL7790C9585_2014.laz, 'TerraScan',70676599,43030186,27646413,0,0,0,0.01,0.01,0.01,778999.18,9584999.81,780000.67,9586000.14,79.54,203.07,-48.48816168,-3.750961685,-48.47917699,-3.741894567, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,2433,1,2,43028541,22453396,1434043,2608137
CAU_2014,CAUL7790C9586_2014.laz, 'TerraScan',71167580,43625988,27541592,0,0,0,0.01,0.01,0.01,778999.44,9585999.48,780000.65,9587000.13,81.06,235.13,-48.48818512,-3.741926486,-48.47920299,-3.732856543, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4088,1,2,43632496,23000702,2256456,3249939
CAU_2014,CAUL7790C9587_2014.laz, 'TerraScan',17338765,10668596,6670169,0,0,0,0.01,0.01,0.01,778999.45,9586999.82,780000.53,9587276.97,87.05,167.37,-48.48821076,-3.732885235,-48.47921121,-3.730354434, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,74,1,2,10670721,5683631,420152,672732
CAU_2014,CAUL7800C9583_2014.laz, 'TerraScan',47329223,28255487,19073736,0,0,0,0.01,0.01,0.01,779999.06,9583200.83,781000.76,9584000.09,75.79,186.35,-48.47911887,-3.767195082,-48.47012716,-3.759945099, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,448,1,2,28252879,14470816,675021,990975
CAU_2014,CAUL7800C9584_2014.laz, 'TerraScan',59388168,35444629,23943539,0,0,0,0.01,0.01,0.01,779999.19,9583999.91,781000.61,9585000.09,87.92,213.76,-48.47913848,-3.759972907,-48.47015454,-3.750907055, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,90,1,2,35437094,18283028,1168437,1878944
CAU_2014,CAUL7800C9585_2014.laz, 'TerraScan',64303291,38890023,25413268,0,0,0,0.01,0.01,0.01,779999.42,9584999.91,781000.6,9586000.04,100.38,208.99,-48.47916235,-3.750934791,-48.47018061,-3.741869458, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,205,1,2,38899616,20525677,1500681,2323916
CAU_2014,CAUL7800C9586_2014.laz, 'TerraScan',63650694,38379610,25271084,0,0,0,0.01,0.01,0.01,779999.29,9585999.49,781000.54,9587000.11,113.73,215.01,-48.47918939,-3.741900477,-48.47020706,-3.732830775, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,80,1,2,38384820,20040404,1327666,1920143
CAU_2014,CAUL7800C9587_2014.laz, 'TerraScan',15870989,9456826,6414163,0,0,0,0.01,0.01,0.01,779999.34,9586999.91,781000.63,9587263.43,97.03,202.27,-48.47921477,-3.732858565,-48.47021306,-3.730450873, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,69,1,2,9458448,4815840,295866,531610
CAU_2014,CAUL7810C9583_2014.laz, 'TerraScan',4659232,2744104,1915128,0,0,0,0.01,0.01,0.01,780999.43,9583198.9,781154.31,9583999.99,73.87,152.54,-48.47011822,-3.767186325,-48.46874564,-3.75994198, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,131,1,2,2739012,1376663,70018,117755
CAU_2014,CAUL7810C9584_2014.laz, 'TerraScan',6850060,3912661,2937399,0,0,0,0.01,0.01,0.01,780999.38,9583999.94,781167.87,9584999.99,93.56,197.58,-48.47013957,-3.759946491,-48.46864969,-3.750903588, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,71,1,2,3898820,1832190,84010,188925
CAU_2014,CAUL7810C9585_2014.laz, 'TerraScan',8094782,4870755,3224027,0,0,0,0.01,0.01,0.01,780999.36,9584999.93,781181.41,9586000.01,132.53,234.83,-48.47016579,-3.750908534,-48.46855386,-3.741865015, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,383,1,2,4854637,2552220,168668,246000
CAU_2014,CAUL7810C9586_2014.laz, 'TerraScan',8781967,5259246,3522721,0,0,0,0.01,0.01,0.01,780999.25,9585999.7,781194.97,9587000,146.7,208.08,-48.47019274,-3.741872566,-48.46845779,-3.732826713, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,78,1,2,5241980,2722629,162427,239610
CAU_2014,CAUL7810C9587_2014.laz, 'TerraScan',2169968,1252016,917952,0,0,0,0.01,0.01,0.01,780999.33,9586999.91,781198.31,9587249.92,147.06,205.09,-48.47021794,-3.732832614,-48.46843421,-3.730567839, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,73,1,2,1247681,601806,35424,65752
PAR_2014,PARL2150C9631_2014.laz, 'TerraScan',822587,352616,258330,146041,65600,0,0.01,0.01,0.01,215907.21,9631689.07,216000.15,9632000.63,171,216.25,-47.55650773,-3.328855576,-47.55566467,-3.32604189, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,250,1,4,351120,93545,34192,47065
PAR_2014,PARL2150C9632_2014.laz, 'TerraScan',5620125,2484944,1775532,955887,403762,0,0.01,0.01,0.01,215802.05,9631999.44,216000.16,9633000.68,172.41,218.08,-47.55744617,-3.326048007,-47.55564133,-3.317003488, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,368,1,4,2488225,712421,197614,303736
PAR_2014,PARL2150C9633_2014.laz, 'TerraScan',6678807,2820662,2111996,1205310,540839,0,0.01,0.01,0.01,215730.82,9632999.45,216000.15,9633706.2,170.76,220.38,-47.55806345,-3.317008315,-47.55562505,-3.310627032, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,291,1,4,2825961,714241,236817,353446
PAR_2014,PARL2160C9631_2014.laz, 'TerraScan',7666870,3486238,2416431,1258362,505839,0,0.01,0.01,0.01,215999.84,9631695.44,217000.15,9632000.67,168.54,212.24,-47.55567457,-3.328800174,-47.54667185,-3.326064892, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,1322,1,4,3487284,1071289,269232,465568
PAR_2014,PARL2160C9632_2014.laz, 'TerraScan',39256300,17299858,12353340,6735521,2867581,0,0.01,0.01,0.01,215999.83,9631999.3,217000.16,9633000.62,168.54,217.01,-47.55566758,-3.326053903,-47.54664858,-3.31702733, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,295,1,4,17313012,4958762,1407518,2181603
PAR_2014,PARL2160C9633_2014.laz, 'TerraScan',31336354,13673957,9897967,5432538,2331892,0,0.01,0.01,0.01,215999.84,9632999.39,217000.2,9633811.3,167.43,222.36,-47.55564423,-3.317015139,-47.54662948,-3.309700393, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,515,1,4,13701367,3804448,1102635,1692491
PAR_2014,PARL2170C9631_2014.laz, 'TerraScan',4099906,1875404,1302383,665500,256619,0,0.01,0.01,0.01,216999.85,9631800.52,218000.16,9632000.41,168.73,211.43,-47.54667919,-3.327873843,-47.53767887,-3.326090524, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,399,1,4,1876760,574687,185727,248846
PAR_2014,PARL2170C9632_2014.laz, 'TerraScan',37150951,16370333,11839902,6343592,2597124,0,0.01,0.01,0.01,216999.84,9631999.29,218000.16,9633000.64,124.94,220.68,-47.54667467,-3.326077357,-47.53765577,-3.317050368, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,406,1,4,16378476,4539825,1464434,2075570
PAR_2014,PARL2170C9633_2014.laz, 'TerraScan',40013820,16938402,12558936,7241451,3275031,0,0.01,0.01,0.01,216999.83,9632999.4,218000.18,9633916.42,95.58,217.98,-47.54665158,-3.317038349,-47.5376345,-3.308773476, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,292,1,4,16972089,4416021,1278864,1847140
PAR_2014,PARL2180C9631_2014.laz, 'TerraScan',878373,428000,283670,128789,37914,0,0.01,0.01,0.01,217999.87,9631905.61,218894.4,9632000.19,172.01,206.52,-47.53768367,-3.326947327,-47.52963702,-3.326113262, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,246,1,4,429326,145416,71170,110282
PAR_2014,PARL2180C9632_2014.laz, 'TerraScan',38791350,18014987,12529041,6097259,2150063,0,0.01,0.01,0.01,217999.84,9631999.3,219000.17,9633000.61,111.66,214.29,-47.53768177,-3.326100549,-47.52866281,-3.317073776, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,270,1,4,18023344,5494014,2444013,3320545
PAR_2014,PARL2180C9633_2014.laz, 'TerraScan',45323365,20581618,14419354,7417760,2904633,0,0.01,0.01,0.01,217999.82,9632999.33,219000.17,9634000.43,96.28,214.87,-47.53765886,-3.3170622,-47.52863987,-3.30803726, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,283,1,4,20598699,6183274,2265675,3313610
PAR_2014,PARL2180C9634_2014.laz, 'TerraScan',64699,32366,20655,9124,2554,0,0.01,0.01,0.01,218796.07,9633999.95,219000.13,9634021.39,157.96,175.08,-47.53047531,-3.308036896,-47.52863975,-3.30784782, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,237,1,4,32755,11999,7283,6496
PAR_2014,PARL2190C9632_2014.laz, 'TerraScan',34392723,14986857,10906003,5971848,2528015,0,0.01,0.01,0.01,218999.83,9632010.66,220000.16,9633000.72,83.66,208.16,-47.52868865,-3.326021075,-47.51966996,-3.317095835, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,539,1,4,14989666,4085084,1174729,1932734
PAR_2014,PARL2190C9633_2014.laz, 'TerraScan',44393616,19398930,14125727,7681908,3187051,0,0.01,0.01,0.01,218999.84,9632999.38,220000.18,9634000.57,77.14,205.92,-47.52866581,-3.317084885,-47.51964692,-3.308058987, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,3702,1,4,19431069,5305159,1964496,3041904
PAR_2014,PARL2190C9634_2014.laz, 'TerraScan',1687428,1138708,391072,125865,31783,0,0.01,0.01,0.01,218999.84,9633999.66,220000.18,9634126.54,86.39,191.39,-47.52864285,-3.308044212,-47.51964404,-3.306920444, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,245,1,4,1141268,749918,343238,641165
PAR_2014,PARL2200C9632_2014.laz, 'TerraScan',26004106,11590314,8008054,4442816,1962922,0,0.01,0.01,0.01,219999.82,9632115.83,220912.31,9633000.64,76.68,140.73,-47.51969331,-3.325093643,-47.511467,-3.317117516, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4092,1,4,11596502,3588449,1108970,1546088
PAR_2014,PARL2200C9633_2014.laz, 'TerraScan',31513267,14090936,9652782,5381584,2387965,0,0.01,0.01,0.01,219999.82,9632999.27,220829.4,9634000.6,74.25,151.08,-47.51967305,-3.317108933,-47.51218982,-3.308077718, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4089,1,4,14116709,4464077,1310625,1644435
PAR_2014,PARL2200C9634_2014.laz, 'TerraScan',4527470,2023433,1338171,791411,374455,0,0.01,0.01,0.01,219999.81,9633999.46,220724.45,9634200.6,73.78,108.46,-47.51965027,-3.308069011,-47.51312907,-3.306267666, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,4091,1,4,2024184,688212,361483,457884
PRG_2013,PRGL1350C9583_2013.laz, 'TerraScan',2214937,1218779,996158,0,0,0,0.01,0.01,0.01,135670.44,9583553.7,135999.99,9583883.04,99.32,177.57,-48.27937035,-3.761472603,-48.27639618,-3.758509176, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,169,1,2,1216150,553111,22307,25328
PRG_2013,PRGL1350C9620_2013.laz, 'TerraScan',1673090,947460,725630,0,0,0,0.01,0.01,0.01,135563.93,9620542.19,135999.99,9620919.04,72.94,169.4,-48.27913339,-3.427387485,-48.27520253,-3.423997216, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,153,1,2,942981,447662,22591,18467
