LiDAR Coverage Area Analysis
==================================================

Total number of LiDAR tiles: 3,152
Total area covered: 115,429.67 hectares
Total area covered: 1,154.30 square kilometers
Total area covered: 1,154,296,712 square meters

Individual Tile Areas:
--------------------------------------------------
Tile Name                                Area (hectares)
PRG_A01_2013_P11b_laz_4.laz              50.76          
PRG_A01_2013_P19a_laz_5.laz              50.69          
RIB_A01_2018_LAS_14.laz                  50.67          
ST3_A01_2014_P20_laz_0.laz               50.62          
PRG_A01_2013_P11b_laz_8.laz              50.51          
PRG_A01_2013_P11a_laz_8.laz              50.50          
ST3_A01_2014_P09_laz_6.laz               50.46          
JAC_A05_2015_laz_4.laz                   50.41          
JAC_A05_2015_laz_6.laz                   50.41          
JAC_A05_2015_laz_7.laz                   50.41          
JAC_A05_2015_laz_3.laz                   50.41          
JAC_A05_2015_laz_2.laz                   50.41          
JAC_A05_2015_laz_0.laz                   50.41          
TAC_A01_2013_laz_6.laz                   50.41          
JAC_A02_2015_laz_0.laz                   50.39          
JAC_A02_2015_laz_1.laz                   50.38          
JAC_A02_2015_laz_5.laz                   50.38          
JAC_A02_2015_laz_4.laz                   50.38          
JAM_A06_2014_laz_3.laz                   50.38          
JAM_A06_2014_laz_1.laz                   50.38          
JAM_A06_2014_laz_8.laz                   50.38          
JAM_A06_2015_laz_2.laz                   50.38          
JAM_A06_2014_laz_0.laz                   50.38          
JAM_A06_2014_laz_2.laz                   50.38          
JAM_A06_2015_laz_1.laz                   50.38          
JAM_A06_2014_laz_5.laz                   50.38          
JAM_A06_2015_laz_3.laz                   50.38          
JAM_A06_2014_laz_7.laz                   50.38          
JAM_A06_2015_laz_4.laz                   50.38          
JAM_A08_2015_laz_2.laz                   50.37          
JAM_A08_2015_laz_1.laz                   50.37          
JAM_A08_2015_laz_0.laz                   50.37          
JAM_A04_2014_laz_5.laz                   50.36          
JAM_A04_2014_laz_7.laz                   50.36          
JAM_A04_2014_laz_6.laz                   50.36          
JAM_A04_2014_laz_4.laz                   50.36          
JAM_A04_2014_laz_3.laz                   50.36          
JAM_A04_2014_laz_1.laz                   50.36          
PRG_A01_2013_P06a_laz_0.laz              50.06          
PRG_A01_2013_P06b_laz_8.laz              50.06          
FN3_A01_2014_P24_laz_4.laz               50.04          
HUM_A01_2018_LAS_2.laz                   49.34          
PRG_A01_2013_P09b_laz_8.laz              49.15          
PRG_A01_2013_P09a_laz_9.laz              49.15          
PRG_A01_2013_P16a_laz_1.laz              49.14          
SAN_A02_2014_laz_11.laz                  49.08          
JAM_A08_2015_laz_3.laz                   48.91          
PRG_A01_2013_P03a_laz_4.laz              48.82          
FN3_A01_2014_P21_laz_5.laz               48.82          
FN3_A01_2014_P23_laz_3.laz               48.74          
PRG_A01_2013_P17a_laz_1.laz              48.62          
FNA_A01_2018_LAS_16.laz                  48.59          
FNA_A01_2018_LAS_15.laz                  48.59          
PRG_A01_2013_P21b_laz_1.laz              48.51          
TAP_A03_2012_laz_1.laz                   48.50          
FN3_A01_2014_P01_laz_5.laz               48.49          
PRG_A01_2013_P21a_laz_3.laz              48.48          
TAP_A03_2016_laz_2.laz                   48.47          
TAP_A03_2013_laz_4.laz                   48.46          
PRG_A01_2013_P08b_laz_8.laz              48.36          
PRG_A01_2013_P08a_laz_3.laz              48.35          
FST_A01b_2014_laz_4.laz                  48.34          
PRG_A01_2013_P14b_laz_1.laz              48.23          
PRG_A01_2013_P14a_laz_4.laz              48.22          
PRG_A01_2013_P23a_laz_3.laz              48.17          
BA3_A01_2014_laz_3.laz                   48.16          
CAN_A01_2014_laz_8.laz                   48.13          
SAN_A01_2014_laz_4.laz                   48.12          
ST2_A01_2013_laz_22.laz                  48.03          
ST2_A01_2016_laz_63.laz                  48.03          
ST2_A01_2013_laz_47.laz                  48.03          
ST2_A01_2013_laz_60.laz                  48.03          
ST2_A01_2013_laz_3.laz                   48.03          
ST2_A01_2016_laz_23.laz                  48.02          
ST3_A01_2018_P03_LAS_6.laz               48.02          
ST1_A01_2016_laz_51.laz                  48.02          
ST2_A01_2013_laz_43.laz                  48.02          
ST2_A01_2016_laz_2.laz                   48.02          
ST1_A01_2016_laz_6.laz                   48.01          
ST1_A01_2016_laz_14.laz                  48.01          
ST2_A01_2013_laz_4.laz                   48.01          
ST2_A01_2013_laz_26.laz                  48.01          
ST2_A01_2013_laz_67.laz                  48.01          
ST2_A01_2013_laz_0.laz                   48.01          
ST2_A01_2016_laz_57.laz                  48.01          
ST1_A01_2016_laz_29.laz                  48.01          
ST1_A01_2016_laz_54.laz                  48.01          
ST2_A01_2013_laz_1.laz                   48.01          
ST1_A01_2013_laz_47.laz                  48.01          
ST1_A01_2016_laz_44.laz                  48.01          
ST1_A01_2013_laz_27.laz                  48.01          
ST2_A01_2016_laz_42.laz                  48.01          
ST1_A01_2013_laz_41.laz                  48.01          
ST2_A01_2013_laz_54.laz                  48.01          
ST2_A01_2013_laz_15.laz                  48.01          
ST1_A01_2016_laz_53.laz                  48.01          
ST2_A01_2016_laz_49.laz                  48.01          
ST2_A01_2013_laz_40.laz                  48.01          
ST2_A01_2013_laz_33.laz                  48.00          
ST2_A01_2016_laz_41.laz                  48.00          
ST1_A01_2016_laz_20.laz                  48.00          
ST2_A01_2013_laz_14.laz                  48.00          
ST2_A01_2016_laz_37.laz                  48.00          
ST1_A01_2016_laz_52.laz                  48.00          
ST2_A01_2016_laz_18.laz                  48.00          
ST1_A01_2016_laz_30.laz                  48.00          
ST1_A01_2016_laz_22.laz                  48.00          
ST2_A01_2013_laz_58.laz                  48.00          
ST1_A01_2013_laz_37.laz                  48.00          
ST2_A01_2013_laz_50.laz                  48.00          
ST2_A01_2016_laz_43.laz                  48.00          
ST1_A01_2016_laz_17.laz                  48.00          
ST1_A01_2013_laz_56.laz                  48.00          
ST2_A01_2016_laz_61.laz                  48.00          
ST2_A01_2016_laz_22.laz                  48.00          
ST2_A01_2013_laz_11.laz                  48.00          
ST2_A01_2013_laz_68.laz                  48.00          
ST1_A01_2013_laz_19.laz                  48.00          
ST1_A01_2013_laz_44.laz                  48.00          
ST1_A01_2016_laz_62.laz                  47.99          
ST1_A01_2016_laz_43.laz                  47.99          
ST1_A01_2016_laz_21.laz                  47.99          
ST2_A01_2016_laz_13.laz                  47.99          
ST1_A01_2013_laz_26.laz                  47.99          
ST1_A01_2016_laz_0.laz                   47.99          
ST1_A01_2013_laz_16.laz                  47.99          
ST2_A01_2016_laz_70.laz                  47.99          
ST2_A01_2013_laz_29.laz                  47.99          
ST2_A01_2013_laz_39.laz                  47.99          
ST1_A01_2016_laz_37.laz                  47.99          
ST1_A01_2016_laz_48.laz                  47.99          
ST2_A01_2016_laz_0.laz                   47.99          
ST1_A01_2016_laz_67.laz                  47.99          
ST1_A01_2013_laz_1.laz                   47.99          
ST2_A01_2016_laz_46.laz                  47.99          
ST2_A01_2013_laz_19.laz                  47.99          
ST1_A01_2016_laz_27.laz                  47.99          
ST2_A01_2016_laz_26.laz                  47.98          
ST2_A01_2016_laz_4.laz                   47.98          
ST2_A01_2016_laz_55.laz                  47.98          
ST1_A01_2013_laz_35.laz                  47.98          
ST2_A01_2016_laz_3.laz                   47.98          
ST2_A01_2016_laz_30.laz                  47.98          
ST1_A01_2013_laz_13.laz                  47.98          
ST2_A01_2016_laz_59.laz                  47.98          
ST1_A01_2013_laz_40.laz                  47.98          
ST2_A01_2013_laz_31.laz                  47.98          
ST1_A01_2016_laz_70.laz                  47.98          
ST2_A01_2013_laz_57.laz                  47.98          
ST2_A01_2016_laz_48.laz                  47.98          
ST1_A01_2016_laz_59.laz                  47.98          
ST1_A01_2013_laz_25.laz                  47.98          
ST1_A01_2016_laz_11.laz                  47.98          
ST1_A01_2013_laz_52.laz                  47.98          
ST2_A01_2013_laz_41.laz                  47.97          
ST1_A01_2016_laz_34.laz                  47.97          
ST1_A01_2013_laz_39.laz                  47.97          
ST2_A01_2016_laz_12.laz                  47.97          
ST1_A01_2016_laz_40.laz                  47.97          
ST1_A01_2013_laz_15.laz                  47.97          
ST1_A01_2013_laz_60.laz                  47.97          
ST2_A01_2016_laz_8.laz                   47.97          
ST1_A01_2013_laz_22.laz                  47.97          
ST1_A01_2013_laz_21.laz                  47.97          
ST1_A01_2013_laz_50.laz                  47.97          
ST1_A01_2016_laz_1.laz                   47.97          
ST1_A01_2013_laz_12.laz                  47.96          
ST1_A01_2013_laz_49.laz                  47.96          
ST1_A01_2013_laz_59.laz                  47.95          
ST1_A01_2013_laz_71.laz                  47.93          
CAN_A01_2014_laz_9.laz                   47.90          
ST1_A01_2016_laz_28.laz                  47.82          
ST1_A01_2013_laz_53.laz                  47.80          
ST3_A01_2014_P18_laz_7.laz               47.73          
ST3_A01_2014_P18_laz_3.laz               47.72          
ST3_A01_2018_P18_LAS_3.laz               47.69          
ST3_A01_2018_P18_LAS_4.laz               47.69          
ST3_A01_2014_P19_laz_0.laz               47.58          
ST3_A01_2014_P19_laz_5.laz               47.58          
TAP_A03_2018_LAS_4.laz                   47.50          
TAL_A01_2013_laz_11.laz                  47.37          
FST_A01_2013_laz_9.laz                   47.36          
TAP_A03_2018_LAS_5.laz                   47.35          
PRG_A01_2013_P12a_laz_4.laz              47.23          
ST3_A01_2014_P08_laz_5.laz               47.23          
ST3_A01_2014_P08_laz_2.laz               47.22          
PRG_A01_2013_P12b_laz_8.laz              47.21          
ST1_A01_2013_laz_63.laz                  47.21          
ST3_A01_2018_P08_LAS_2.laz               47.21          
ST3_A01_2018_P08_LAS_1.laz               47.20          
PRG_A01_2013_P21b_laz_7.laz              47.18          
PRG_A01_2013_P21a_laz_1.laz              47.16          
ST2_A01_2013_laz_53.laz                  47.14          
SFX_A01_2012_laz_11.laz                  47.12          
TAP_A03_2012_laz_8.laz                   47.08          
ST2_A01_2013_laz_49.laz                  47.07          
TAP_A03_2016_laz_8.laz                   47.05          
ST2_A01_2016_laz_54.laz                  47.02          
TAP_A03_2013_laz_13.laz                  47.02          
ST2_A01_2016_laz_52.laz                  47.00          
FN3_A01_2014_P06_laz_5.laz               46.96          
TAN_A01_2012_laz_0.laz                   46.93          
TAN_A01_2014_laz_0.laz                   46.90          
PRG_A01_2013_P14a_laz_7.laz              46.84          
PRG_A01_2013_P14b_laz_6.laz              46.84          
PRG_A01_2013_P05b_laz_9.laz              46.70          
FND_A03_2017_laz_5.laz                   46.70          
PRG_A01_2013_P05a_laz_8.laz              46.69          
ST1_A01_2013_laz_0.laz                   46.61          
ST1_A01_2016_laz_8.laz                   46.61          
ST3_A01_2018_P18_LAS_2.laz               46.33          
PRG_A01_2013_P28a_laz_3.laz              46.24          
PRG_A01_2013_P28b_laz_6.laz              46.22          
FND_A03_2017_laz_6.laz                   46.09          
ST2_A01_2013_laz_5.laz                   45.97          
ST2_A01_2016_laz_5.laz                   45.89          
ST3_A01_2018_P08_LAS_3.laz               45.88          
TAN_A01_2012_laz_2.laz                   45.81          
TAN_A01_2014_laz_16.laz                  45.79          
ST3_A01_2018_P26_LAS_9.laz               45.76          
FN3_A01_2014_P21_laz_3.laz               45.72          
PRG_A01_2013_P19a_laz_1.laz              45.69          
ST3_A01_2014_P13_laz_8.laz               45.64          
ST3_A01_2018_P30_LAS_3.laz               45.59          
ST3_A01_2018_P27_LAS_4.laz               45.58          
PRG_A01_2013_P02a_laz_8.laz              45.55          
TAN_A01_2012_laz_9.laz                   45.50          
TAN_A01_2014_laz_12.laz                  45.49          
ST3_A01_2014_P24_laz_8.laz               45.48          
RIB_A01_2018_LAS_7.laz                   45.46          
ST1_A01_2013_laz_43.laz                  45.41          
FST_A08_2015_laz_1.laz                   45.41          
ST1_A01_2016_laz_46.laz                  45.40          
PRG_A01_2013_P07b_laz_2.laz              45.30          
ST3_A01_2014_P30_laz_9.laz               45.30          
PRG_A01_2013_P07a_laz_8.laz              45.28          
PRG_A01_2013_P17a_laz_2.laz              45.19          
HUM_A01_2018_LAS_11.laz                  44.99          
ST3_A01_2018_P09_LAS_6.laz               44.90          
FN3_A01_2014_P18_laz_4.laz               44.85          
CAG_A01_2013_laz_8.laz                   44.85          
FN3_A01_2014_P24_laz_3.laz               44.79          
ST3_A01_2014_P25_laz_0.laz               44.50          
FST_A02_2014_laz_4.laz                   44.39          
PRG_A01_2013_P04a_laz_4.laz              44.36          
FST_A05_2015_laz_2.laz                   44.28          
FST_A05_2015_laz_4.laz                   44.28          
FST_A05_2015_laz_7.laz                   44.28          
FST_A02_2014_laz_7.laz                   44.09          
PRG_A01_2013_P15a_laz_2.laz              44.07          
PRG_A01_2013_P30a_laz_6.laz              43.85          
ST1_A01_2016_laz_33.laz                  43.84          
ST1_A01_2013_laz_51.laz                  43.84          
SFX_A02_2012_laz_18.laz                  43.75          
ST3_A01_2014_P01_laz_0.laz               43.60          
ST3_A01_2014_P01_laz_7.laz               43.60          
ST3_A01_2018_P01_LAS_5.laz               43.60          
FN3_A01_2014_P19_laz_2.laz               43.58          
ST3_A01_2014_P01_laz_5.laz               43.57          
JAM_A03_2013_laz_11.laz                  43.55          
FST_A02_2014_laz_6.laz                   43.48          
SFX_A01_2012_laz_12.laz                  43.46          
FNC_A03_2017_laz_0.laz                   43.12          
ST3_A01_2014_P18_laz_5.laz               43.07          
PRG_A01_2013_P24b_laz_0.laz              43.00          
PRG_A01_2013_P24a_laz_3.laz              42.97          
ST3_A01_2018_P01_LAS_6.laz               42.94          
COT_A01_2011_laz_1.laz                   42.86          
JAM_A06_2014_laz_4.laz                   42.73          
ST1_A01_2013_laz_9.laz                   42.63          
ST1_A01_2016_laz_4.laz                   42.62          
PRG_A01_2013_P01a_laz_0.laz              42.54          
TAP_A02_2012_laz_7.laz                   42.48          
TAP_A02_2013_laz_0.laz                   42.46          
TAP_A02_2016_laz_4.laz                   42.46          
HUM_A01_2013_laz_1.laz                   42.40          
ST2_A01_2013_laz_35.laz                  42.28          
FNA_A01_2018_LAS_6.laz                   42.27          
FNA_A01_2018_LAS_7.laz                   42.27          
FNA_A01_2018_LAS_0.laz                   42.26          
ST2_A01_2016_laz_60.laz                  42.15          
PRG_A01_2013_P21b_laz_4.laz              42.13          
PRG_A01_2013_P21a_laz_6.laz              42.11          
FN3_A01_2014_P04_laz_7.laz               41.94          
FN3_A01_2014_P04_laz_3.laz               41.94          
FN3_A01_2014_P04_laz_6.laz               41.94          
PRG_A01_2013_P10a_laz_8.laz              41.90          
ST3_A01_2018_P06_LAS_2.laz               41.88          
SAN_A02_2014_laz_0.laz                   41.61          
PRG_A01_2013_P26a_laz_1.laz              41.48          
PRG_A01_2013_P26b_laz_4.laz              41.48          
TAL_A01_2013_laz_8.laz                   41.44          
FN3_A01_2014_P13_laz_8.laz               41.44          
ST1_A01_2016_laz_39.laz                  41.39          
ST1_A01_2013_laz_17.laz                  41.37          
PRG_A01_2013_P19a_laz_4.laz              41.25          
ST2_A01_2013_laz_37.laz                  41.17          
ST2_A01_2013_laz_24.laz                  41.17          
ST2_A01_2016_laz_62.laz                  41.08          
ST2_A01_2016_laz_33.laz                  41.08          
FNB_A01_2014_laz_7.laz                   41.07          
BON_A01_2018_LAS_8.laz                   40.95          
FN3_A01_2014_P25_laz_6.laz               40.83          
JAM_A07_2015_laz_0.laz                   40.80          
JAM_A07_2015_laz_4.laz                   40.80          
ST1_A01_2013_laz_20.laz                  40.77          
ST1_A01_2016_laz_68.laz                  40.76          
COT_A01_2011_laz_5.laz                   40.68          
TAL_A01_2018_LAS_9.laz                   40.38          
JAC_A01_2015_laz_7.laz                   40.24          
JAC_A01_2015_laz_4.laz                   40.24          
ST2_A01_2013_laz_18.laz                  40.13          
TAN_A01_2012_laz_12.laz                  40.12          
TAN_A01_2014_laz_11.laz                  40.10          
ST2_A01_2013_laz_21.laz                  40.07          
ST2_A01_2016_laz_27.laz                  40.00          
FN3_A01_2014_P02_laz_7.laz               39.98          
ST2_A01_2016_laz_31.laz                  39.98          
FNB_A01_2014_laz_20.laz                  39.86          
ST3_A01_2014_P19_laz_4.laz               39.75          
FN3_A01_2014_P30_laz_1.laz               39.64          
FN3_A01_2014_P30_laz_2.laz               39.62          
ST1_A01_2016_laz_61.laz                  39.57          
ST1_A01_2013_laz_30.laz                  39.57          
JAM_A03_2013_laz_1.laz                   39.53          
JAM_A03_2013_laz_0.laz                   39.53          
JAM_A03_2013_laz_17.laz                  39.53          
SAN_A01_2014_laz_1.laz                   39.53          
FST_A01a_2015_laz_0.laz                  39.08          
ST2_A01_2013_laz_71.laz                  38.96          
PRG_A01_2013_P06b_laz_7.laz              38.96          
PRG_A01_2013_P06a_laz_1.laz              38.93          
ST2_A01_2016_laz_39.laz                  38.88          
ST3_A01_2014_P30_laz_3.laz               38.87          
SAN_A02_2014_laz_12.laz                  38.85          
FN3_A01_2014_P15_laz_5.laz               38.78          
PRG_A01_2013_P06b_laz_0.laz              38.77          
PRG_A01_2013_P06a_laz_8.laz              38.77          
FN3_A01_2014_P20_laz_0.laz               38.65          
JAC_A04_2015_laz_4.laz                   38.47          
JAC_A04_2015_laz_6.laz                   38.47          
BA3_A01_2014_laz_10.laz                  38.43          
PRG_A01_2013_P22a_laz_0.laz              38.38          
ST1_A01_2013_laz_24.laz                  38.36          
ST1_A01_2016_laz_15.laz                  38.35          
TAP_A02_2018_LAS_3.laz                   38.31          
PRG_A01_2013_P20a_laz_4.laz              38.25          
ST3_A01_2018_P18_LAS_1.laz               38.23          
ST3_A01_2018_P08_LAS_4.laz               38.17          
JAC_A04_2015_laz_1.laz                   38.17          
PRG_A01_2013_P18a_laz_7.laz              38.01          
PRG_A01_2013_P18b_laz_3.laz              37.96          
FST_A01_2013_laz_1.laz                   37.75          
SFX_A01_2012_laz_16.laz                  37.69          
FST_A01a_2014_laz_3.laz                  37.68          
BON_A01_2018_LAS_9.laz                   37.61          
JAM_A01_2011_laz_9.laz                   37.61          
JAM_A01_2011_laz_8.laz                   37.60          
JAM_A01_2011_laz_11.laz                  37.60          
JAM_A01_2011_laz_10.laz                  37.60          
FN3_A01_2014_P18_laz_1.laz               37.51          
FN3_A01_2014_P09_laz_7.laz               37.50          
ST3_A01_2018_P01_LAS_4.laz               37.50          
PRG_A01_2013_P13a_laz_6.laz              37.46          
HUM_A01_2018_LAS_8.laz                   37.37          
TAP_A03_2018_LAS_2.laz                   37.28          
PRG_A01_2013_P25a_laz_2.laz              37.22          
FN3_A01_2014_P20_laz_6.laz               37.11          
MMA_A01_2017_laz_4.laz                   37.07          
ST3_A01_2014_P08_laz_3.laz               36.83          
ST3_A01_2014_P08_laz_6.laz               36.81          
ST1_A01_2016_laz_41.laz                  36.80          
SDM_A01_2012_laz_15.laz                  36.80          
ST1_A01_2013_laz_55.laz                  36.80          
FND_A03_2017_laz_7.laz                   36.70          
FN3_A01_2014_P27_laz_6.laz               36.50          
FN3_A01_2014_P27_laz_7.laz               36.50          
FN3_A01_2014_P27_laz_5.laz               36.49          
ST2_A01_2013_laz_12.laz                  36.35          
FN3_A01_2014_P13_laz_6.laz               36.29          
ST3_A01_2018_P24_LAS_1.laz               36.23          
ST2_A01_2016_laz_17.laz                  36.22          
CAN_A02_2014_laz_4.laz                   36.21          
CAN_A02_2014_laz_2.laz                   36.21          
CAN_A02_2017_LAS_5.laz                   36.20          
CAN_A02_2017_LAS_1.laz                   36.20          
COT_A01_2011_laz_10.laz                  36.17          
SDM_A01_2012_laz_6.laz                   36.15          
ST3_A01_2014_P14_laz_6.laz               36.14          
FN3_A01_2014_P20_laz_4.laz               36.06          
FST_A07_2015_laz_1.laz                   35.99          
FN3_A01_2014_P20_laz_1.laz               35.97          
FN3_A01_2014_P09_laz_2.laz               35.89          
PRG_A01_2013_P29a_laz_3.laz              35.68          
PRG_A01_2013_P29b_laz_7.laz              35.67          
ST1_A01_2016_laz_50.laz                  35.57          
ST1_A01_2013_laz_18.laz                  35.56          
FST_A01_2013_laz_2.laz                   35.45          
FST_A06_2014_laz_10.laz                  35.45          
TAN_A01_2012_laz_5.laz                   35.42          
TAN_A01_2014_laz_19.laz                  35.40          
PRG_A01_2013_P16a_laz_5.laz              35.40          
FST_A06_2015_laz_3.laz                   35.38          
FST_A06_2015_laz_6.laz                   35.38          
FST_A06_2015_laz_9.laz                   35.38          
ST2_A01_2013_laz_28.laz                  35.27          
ST2_A01_2013_laz_6.laz                   35.26          
JAM_A01_2011_laz_0.laz                   35.21          
ST2_A01_2016_laz_28.laz                  35.19          
ST2_A01_2016_laz_9.laz                   35.16          
FST_A06_2014_laz_7.laz                   35.15          
ST3_A01_2018_P01_LAS_3.laz               35.13          
TAN_A01_2012_laz_8.laz                   35.11          
TAN_A01_2014_laz_15.laz                  35.10          
FST_A06_2014_laz_6.laz                   34.84          
PRG_A01_2013_P17a_laz_6.laz              34.78          
HUM_A01_2013_laz_4.laz                   34.78          
JAM_A05_2014_laz_4.laz                   34.77          
JAM_A05_2014_laz_5.laz                   34.77          
JAM_A05_2014_laz_1.laz                   34.77          
JAM_A05_2014_laz_3.laz                   34.77          
JAM_A05_2014_laz_12.laz                  34.77          
JAM_A05_2014_laz_9.laz                   34.77          
ST3_A01_2014_P17_laz_1.laz               34.71          
FN3_A01_2014_P30_laz_6.laz               34.65          
FST_A08_2015_laz_2.laz                   34.61          
FST_A05_2014_laz_11.laz                  34.59          
FST_A06_2014_laz_8.laz                   34.54          
TAP_A03_2012_laz_12.laz                  34.51          
TAP_A03_2013_laz_10.laz                  34.46          
TAP_A03_2016_laz_16.laz                  34.45          
ST1_A01_2016_laz_49.laz                  34.35          
ST1_A01_2013_laz_46.laz                  34.34          
FST_A05_2015_laz_3.laz                   34.32          
FST_A05_2015_laz_5.laz                   34.32          
FST_A05_2015_laz_6.laz                   34.32          
FST_A05_2014_laz_15.laz                  34.28          
FN3_A01_2014_P14_laz_3.laz               34.21          
FN3_A01_2014_P14_laz_1.laz               34.20          
FN3_A01_2014_P14_laz_2.laz               34.20          
ST2_A01_2013_laz_42.laz                  34.18          
FST_A01_2013_laz_3.laz                   34.16          
ST2_A01_2013_laz_65.laz                  34.16          
PRG_A01_2013_P24a_laz_5.laz              34.15          
PRG_A01_2013_P24b_laz_4.laz              34.15          
ST2_A01_2016_laz_69.laz                  34.08          
ST2_A01_2016_laz_1.laz                   34.08          
FST_A05_2014_laz_12.laz                  33.97          
FN3_A01_2014_P03_laz_4.laz               33.87          
FN3_A01_2014_P03_laz_3.laz               33.85          
FN3_A01_2014_P03_laz_2.laz               33.85          
FN3_A01_2014_P03_laz_1.laz               33.85          
PRG_A01_2013_P27a_laz_5.laz              33.81          
FST_A05_2015_laz_0.laz                   33.78          
ST1_A01_2016_laz_35.laz                  33.73          
JAC_A01_2015_laz_2.laz                   33.70          
ST1_A01_2013_laz_54.laz                  33.70          
FST_A05_2014_laz_9.laz                   33.66          
PRG_A01_2013_P27a_laz_4.laz              33.57          
BA3_A01_2014_laz_6.laz                   33.47          
PRG_A01_2013_P14b_laz_0.laz              33.40          
PRG_A01_2013_P14a_laz_3.laz              33.40          
SDM_A01_2012_laz_0.laz                   33.40          
ST3_A01_2018_P05_LAS_2.laz               33.40          
SFX_A02_2012_laz_4.laz                   33.40          
TAP_A03_2012_laz_16.laz                  33.40          
TAP_A03_2016_laz_3.laz                   33.38          
FST_A05_2014_laz_6.laz                   33.36          
ST3_A01_2014_P05_laz_4.laz               33.35          
TAP_A03_2013_laz_7.laz                   33.35          
ST2_A01_2013_laz_45.laz                  33.11          
ST3_A01_2014_P15_laz_4.laz               33.06          
ST3_A01_2014_P15_laz_1.laz               33.06          
ST3_A01_2018_P15_LAS_2.laz               33.05          
ST3_A01_2014_P15_laz_2.laz               33.05          
ST2_A01_2013_laz_56.laz                  33.05          
FST_A05_2014_laz_2.laz                   33.05          
ST3_A01_2018_P15_LAS_1.laz               33.05          
ST3_A01_2018_P15_LAS_3.laz               33.04          
ST2_A01_2016_laz_65.laz                  33.01          
ST2_A01_2016_laz_44.laz                  32.97          
FNA_A01_2013_laz_3.laz                   32.78          
FNA_A01_2013_laz_1.laz                   32.77          
FNA_A01_2013_laz_2.laz                   32.77          
FN3_A01_2014_P17_laz_2.laz               32.76          
FN3_A01_2014_P17_laz_8.laz               32.75          
ST3_A01_2018_P15_LAS_0.laz               32.73          
FN3_A01_2014_P12_laz_4.laz               32.68          
BA3_A02_2014_laz_4.laz                   32.64          
PRG_A01_2013_P01a_laz_3.laz              32.64          
BA3_A02_2014_laz_6.laz                   32.64          
BA3_A02_2014_laz_10.laz                  32.64          
BA3_A02_2014_laz_1.laz                   32.64          
FST_A01_2013_laz_14.laz                  32.60          
ST3_A01_2014_P05_laz_1.laz               32.59          
FN3_A01_2014_P29_laz_1.laz               32.53          
ST1_A01_2016_laz_25.laz                  32.53          
ST1_A01_2013_laz_66.laz                  32.51          
FST_A05_2015_laz_9.laz                   32.46          
JAC_A03_2015_laz_1.laz                   32.43          
PRG_A01_2013_P16a_laz_6.laz              32.39          
ST3_A01_2018_P15_LAS_4.laz               32.12          
ST3_A01_2018_P24_LAS_2.laz               31.99          
FN3_A01_2014_P23_laz_8.laz               31.97          
FN3_A01_2014_P17_laz_3.laz               31.94          
PRG_A01_2013_P29a_laz_4.laz              31.70          
PRG_A01_2013_P29b_laz_1.laz              31.70          
COT_A01_2011_laz_13.laz                  31.65          
FNA_A01_2018_LAS_13.laz                  31.61          
FN3_A01_2014_P11_laz_0.laz               31.60          
FNC_A01_2017_laz_1.laz                   31.56          
FST_A01b_2014_laz_2.laz                  31.56          
ST3_A01_2014_P19_laz_9.laz               31.53          
PRG_A01_2013_P02a_laz_7.laz              31.48          
PRG_A01_2013_P21b_laz_3.laz              31.41          
PRG_A01_2013_P21a_laz_7.laz              31.40          
ST1_A01_2016_laz_32.laz                  31.32          
ST1_A01_2013_laz_48.laz                  31.31          
FN3_A01_2014_P25_laz_2.laz               31.28          
FN3_A01_2014_P29_laz_0.laz               31.15          
SFX_A02_2012_laz_17.laz                  31.14          
PAR_A01_2013_laz_1.laz                   30.98          
FN3_A01_2014_P03_laz_0.laz               30.98          
PRG_A01_2013_P23a_laz_6.laz              30.93          
FN3_A01_2014_P05_laz_6.laz               30.92          
PAR_A01_2013_laz_optional_12.laz         30.91          
TAC_A01_2013_laz_16.laz                  30.79          
SFX_A01_2012_laz_17.laz                  30.65          
FN3_A01_2014_P18_laz_6.laz               30.49          
RIB_A01_2014_laz_1.laz                   30.42          
ST3_A01_2018_P01_LAS_2.laz               30.41          
PRG_A01_2013_P25a_laz_1.laz              30.37          
ST3_A01_2014_P03_laz_1.laz               30.35          
TAP_A05_2018_LAS_0.laz                   30.27          
FNC_A01_2017_laz_0.laz                   30.23          
FST_A06_2015_laz_0.laz                   30.21          
FN3_A01_2014_P12_laz_3.laz               29.96          
TAP_A06_2018_LAS_1.laz                   29.89          
SAN_A02_2014_laz_5.laz                   29.85          
ST1_A01_2016_laz_45.laz                  29.76          
ST1_A01_2013_laz_4.laz                   29.75          
TAP_A01_2012_laz_8.laz                   29.72          
SDM_A01_2012_laz_12.laz                  29.68          
TAP_A05_2018_LAS_1.laz                   29.60          
FN3_A01_2014_P13_laz_0.laz               29.53          
ST3_A01_2018_P06_LAS_5.laz               29.47          
PRG_A01_2013_P22a_laz_3.laz              29.40          
FND_A02_2017_laz_2.laz                   29.33          
ST2_A01_2013_laz_69.laz                  29.33          
FN3_A01_2014_P16_laz_5.laz               29.26          
FN3_A01_2014_P16_laz_1.laz               29.24          
FN3_A01_2014_P16_laz_4.laz               29.24          
FN3_A01_2014_P16_laz_0.laz               29.24          
ST2_A01_2016_laz_34.laz                  29.23          
ST3_A01_2018_P09_LAS_3.laz               29.21          
ST3_A01_2014_P08_laz_4.laz               29.16          
JAM_A02_2011_laz_9.laz                   29.14          
JAM_A02_2011_laz_3.laz                   29.14          
