LiDAR Coverage Area Analysis
==================================================

Total number of LiDAR tiles: 3,152
Total area covered: 115,429.67 hectares
Total area covered: 1,154.30 square kilometers
Total area covered: 1,154,296,712 square meters

Individual Tile Areas:
--------------------------------------------------
Tile Name                                Area (hectares)
CON_A01_2015_LAS_178.laz                 25.19          
CON_A01_2015_LAS_152.laz                 25.19          
CON_A01_2015_LAS_44.laz                  25.19          
CON_A01_2015_LAS_126.laz                 25.19          
CON_A01_2015_LAS_207.laz                 25.19          
CON_A01_2015_LAS_96.laz                  25.19          
CON_A01_2015_LAS_12.laz                  25.19          
CON_A01_2015_LAS_202.laz                 25.19          
CON_A01_2015_LAS_120.laz                 25.19          
CON_A01_2015_LAS_40.laz                  25.19          
CON_A01_2015_LAS_72.laz                  25.19          
CON_A01_2015_LAS_62.laz                  25.19          
CON_A01_2015_LAS_147.laz                 25.19          
CON_A01_2015_LAS_209.laz                 25.19          
CON_A01_2015_LAS_131.laz                 25.19          
CON_A01_2015_LAS_115.laz                 25.19          
CON_A01_2015_LAS_100.laz                 25.19          
CON_A01_2015_LAS_16.laz                  25.19          
CON_A01_2015_LAS_63.laz                  25.19          
CON_A01_2015_LAS_196.laz                 25.19          
CON_A01_2015_LAS_129.laz                 25.19          
CON_A01_2015_LAS_50.laz                  25.19          
CON_A01_2015_LAS_76.laz                  25.19          
CON_A01_2015_LAS_34.laz                  25.19          
CON_A01_2015_LAS_185.laz                 25.19          
CON_A01_2015_LAS_51.laz                  25.19          
CON_A01_2015_LAS_159.laz                 25.19          
CON_A01_2015_LAS_18.laz                  25.19          
CON_A01_2015_LAS_101.laz                 25.19          
CON_A01_2015_LAS_195.laz                 25.19          
CON_A01_2015_LAS_114.laz                 25.19          
CON_A01_2015_LAS_5.laz                   25.19          
CON_A01_2015_LAS_146.laz                 25.19          
CON_A01_2015_LAS_172.laz                 25.19          
CON_A01_2015_LAS_78.laz                  25.19          
CON_A01_2015_LAS_136.laz                 25.18          
CON_A01_2015_LAS_29.laz                  25.18          
CON_A01_2015_LAS_215.laz                 25.18          
CON_A01_2015_LAS_184.laz                 25.18          
CON_A01_2015_LAS_160.laz                 25.18          
CON_A01_2015_LAS_58.laz                  25.18          
CON_A01_2015_LAS_173.laz                 25.18          
CON_A01_2015_LAS_6.laz                   25.18          
CON_A01_2015_LAS_88.laz                  25.18          
CON_A01_2015_LAS_93.laz                  25.18          
CON_A01_2015_LAS_35.laz                  25.18          
CON_A01_2015_LAS_11.laz                  25.18          
CON_A01_2015_LAS_64.laz                  25.18          
CON_A01_2015_LAS_153.laz                 25.18          
CON_A01_2015_LAS_211.laz                 25.18          
CON_A01_2015_LAS_130.laz                 25.18          
CON_A01_2015_LAS_197.laz                 25.18          
CON_A01_2015_LAS_168.laz                 25.18          
CON_A01_2015_LAS_143.laz                 25.18          
CON_A01_2015_LAS_54.laz                  25.18          
CON_A01_2015_LAS_111.laz                 25.18          
CON_A01_2015_LAS_107.laz                 25.18          
CON_A01_2015_LAS_25.laz                  25.18          
CON_A01_2015_LAS_203.laz                 25.18          
CON_A01_2015_LAS_150.laz                 25.18          
CON_A01_2015_LAS_45.laz                  25.18          
CON_A01_2015_LAS_121.laz                 25.18          
CON_A01_2015_LAS_66.laz                  25.18          
CON_A01_2015_LAS_205.laz                 25.18          
CON_A01_2015_LAS_124.laz                 25.16          
FST_A05_2015_laz_8.laz                   25.15          
TAN_A01_2012_laz_19.laz                  25.04          
TAN_A01_2014_laz_4.laz                   25.03          
ST2_A01_2013_laz_27.laz                  24.88          
CON_A01_2015_LAS_27.laz                  24.82          
ST2_A01_2016_laz_21.laz                  24.80          
ST3_A01_2014_P30_laz_2.laz               24.78          
PRG_A01_2013_P30a_laz_3.laz              24.78          
TAN_A01_2012_laz_7.laz                   24.72          
TAN_A01_2014_laz_14.laz                  24.71          
CON_A01_2015_LAS_122.laz                 24.65          
PRG_A01_2013_P20a_laz_3.laz              24.61          
PRG_A01_2013_P24b_laz_6.laz              24.60          
PRG_A01_2013_P24a_laz_0.laz              24.60          
FN3_A01_2014_P27_laz_0.laz               24.57          
FN3_A01_2014_P24_laz_0.laz               24.56          
CON_A01_2015_LAS_89.laz                  24.54          
BON_A01_2013_laz_9.laz                   24.47          
FN3_A01_2014_P28_laz_2.laz               24.35          
FN3_A01_2014_P07_laz_3.laz               24.35          
CON_A01_2015_LAS_41.laz                  24.27          
CON_A01_2015_LAS_61.laz                  24.23          
ST3_A01_2014_P06_laz_2.laz               24.12          
FN3_A01_2014_P30_laz_3.laz               24.10          
MMA_A01_2017_laz_7.laz                   24.10          
RIB_A01_2014_laz_14.laz                  24.08          
FN3_A01_2014_P01_laz_4.laz               24.07          
PRG_A01_2013_P29b_laz_0.laz              24.07          
FN3_A01_2014_P28_laz_1.laz               24.05          
PRG_A01_2013_P29a_laz_0.laz              24.03          
ST3_A01_2014_P18_laz_4.laz               24.02          
TAP_A02_2016_laz_7.laz                   23.99          
TAP_A02_2012_laz_3.laz                   23.99          
TAP_A02_2013_laz_3.laz                   23.98          
ST1_A01_2016_laz_38.laz                  23.89          
ST1_A01_2013_laz_29.laz                  23.89          
FN3_A01_2014_P09_laz_1.laz               23.86          
FST_A03_2015_laz_1.laz                   23.81          
FST_A03_2015_laz_10.laz                  23.81          
FST_A03_2015_laz_6.laz                   23.81          
FST_A03_2015_laz_8.laz                   23.81          
FNC_A04_2017_laz_4.laz                   23.70          
ST3_A01_2018_P18_LAS_0.laz               23.68          
CON_A01_2015_LAS_183.laz                 23.65          
PRG_A01_2013_P26b_laz_1.laz              23.53          
PRG_A01_2013_P26a_laz_4.laz              23.52          
CAU_A01_2014_laz_4.laz                   23.52          
CAU_A01_2012_laz_4.laz                   23.49          
CAG_A01_2013_laz_13.laz                  23.38          
PRG_A01_2013_P19a_laz_2.laz              23.31          
TAN_A01_2012_laz_3.laz                   23.28          
TAN_A01_2014_laz_18.laz                  23.28          
CON_A01_2015_LAS_102.laz                 23.14          
CON_A01_2015_LAS_94.laz                  23.14          
ST3_A01_2014_P24_laz_9.laz               23.09          
CON_A01_2015_LAS_15.laz                  23.08          
ST3_A01_2014_P25_laz_1.laz               22.94          
TAC_A01_2013_laz_14.laz                  22.93          
FN3_A01_2014_P17_laz_7.laz               22.91          
JAC_A05_2015_laz_5.laz                   22.84          
GO1_A01_2014_laz_57.laz                  22.79          
GO1_A01_2014_laz_55.laz                  22.79          
GO1_A01_2014_laz_32.laz                  22.78          
GO1_A01_2014_laz_4.laz                   22.78          
PRG_A01_2013_P13a_laz_1.laz              22.78          
GO1_A01_2014_laz_34.laz                  22.78          
GO1_A01_2014_laz_1.laz                   22.77          
GO1_A01_2014_laz_7.laz                   22.77          
GO1_A01_2014_laz_6.laz                   22.76          
GO1_A01_2014_laz_9.laz                   22.75          
GO1_A01_2014_laz_8.laz                   22.75          
SDM_A01_2012_laz_10.laz                  22.75          
GO1_A01_2014_laz_13.laz                  22.74          
GO1_A01_2014_laz_11.laz                  22.74          
GO1_A01_2014_laz_58.laz                  22.74          
GO1_A01_2014_laz_56.laz                  22.73          
GO1_A01_2018_LAS_57.laz                  22.73          
GO1_A01_2014_laz_49.laz                  22.73          
GO1_A01_2014_laz_47.laz                  22.72          
GO1_A01_2018_LAS_37.laz                  22.72          
GO1_A01_2018_LAS_50.laz                  22.72          
GO1_A01_2014_laz_53.laz                  22.71          
GO1_A01_2018_LAS_30.laz                  22.71          
GO1_A01_2018_LAS_45.laz                  22.71          
GO1_A01_2018_LAS_35.laz                  22.71          
GO1_A01_2014_laz_38.laz                  22.71          
GO1_A01_2014_laz_51.laz                  22.70          
GO1_A01_2014_laz_40.laz                  22.70          
GO1_A01_2014_laz_44.laz                  22.70          
GO1_A01_2018_LAS_25.laz                  22.70          
GO1_A01_2018_LAS_10.laz                  22.70          
GO1_A01_2014_laz_42.laz                  22.70          
GO1_A01_2014_laz_12.laz                  22.69          
GO1_A01_2018_LAS_26.laz                  22.69          
GO1_A01_2018_LAS_8.laz                   22.69          
GO1_A01_2014_laz_10.laz                  22.68          
GO1_A01_2014_laz_18.laz                  22.68          
GO1_A01_2018_LAS_32.laz                  22.68          
GO1_A01_2018_LAS_46.laz                  22.68          
GO1_A01_2014_laz_16.laz                  22.68          
GO1_A01_2014_laz_14.laz                  22.68          
GO1_A01_2018_LAS_22.laz                  22.67          
GO1_A01_2018_LAS_23.laz                  22.67          
GO1_A01_2014_laz_26.laz                  22.67          
GO1_A01_2014_laz_21.laz                  22.66          
GO1_A01_2018_LAS_11.laz                  22.66          
GO1_A01_2018_LAS_49.laz                  22.66          
GO1_A01_2014_laz_29.laz                  22.66          
GO1_A01_2018_LAS_29.laz                  22.65          
GO1_A01_2018_LAS_31.laz                  22.65          
GO1_A01_2014_laz_37.laz                  22.65          
GO1_A01_2014_laz_33.laz                  22.65          
GO1_A01_2018_LAS_48.laz                  22.64          
GO1_A01_2014_laz_3.laz                   22.64          
GO1_A01_2014_laz_2.laz                   22.64          
GO1_A01_2018_LAS_12.laz                  22.64          
GO1_A01_2018_LAS_20.laz                  22.64          
GO1_A01_2018_LAS_15.laz                  22.63          
GO1_A01_2018_LAS_5.laz                   22.62          
GO1_A01_2018_LAS_16.laz                  22.62          
GO1_A01_2018_LAS_3.laz                   22.62          
GO1_A01_2018_LAS_40.laz                  22.61          
GO1_A01_2018_LAS_55.laz                  22.61          
JAM_A03_2014_laz_1.laz                   22.60          
JAM_A03_2014_laz_3.laz                   22.60          
JAM_A03_2014_laz_5.laz                   22.60          
JAM_A03_2014_laz_10.laz                  22.60          
JAM_A03_2014_laz_2.laz                   22.60          
GO1_A01_2018_LAS_56.laz                  22.60          
GO1_A01_2018_LAS_39.laz                  22.60          
GO1_A01_2018_LAS_17.laz                  22.59          
GO1_A01_2014_laz_35.laz                  22.59          
GO1_A01_2018_LAS_2.laz                   22.59          
GO1_A01_2014_laz_5.laz                   22.59          
FST_A03_2014_laz_8.laz                   22.59          
GO1_A01_2014_laz_31.laz                  22.58          
GO1_A01_2018_LAS_43.laz                  22.58          
GO1_A01_2018_LAS_52.laz                  22.58          
GO1_A01_2014_laz_28.laz                  22.58          
GO1_A01_2014_laz_24.laz                  22.57          
GO1_A01_2014_laz_22.laz                  22.57          
GO1_A01_2018_LAS_9.laz                   22.53          
GO1_A01_2018_LAS_42.laz                  22.53          
GO1_A01_2018_LAS_27.laz                  22.52          
CON_A01_2015_LAS_112.laz                 22.52          
GO1_A01_2018_LAS_47.laz                  22.52          
GO1_A01_2018_LAS_33.laz                  22.51          
GO1_A01_2018_LAS_44.laz                  22.51          
GO1_A01_2018_LAS_34.laz                  22.50          
FN3_A01_2014_P22_laz_2.laz               22.49          
PRG_A01_2013_P28b_laz_2.laz              22.44          
FN1_A01_2018_LAS_4.laz                   22.44          
FN1_A01_2018_LAS_17.laz                  22.44          
FN1_A01_2018_LAS_46.laz                  22.43          
FN1_A01_2018_LAS_3.laz                   22.43          
FN1_A01_2018_LAS_40.laz                  22.43          
FN1_A01_2018_LAS_18.laz                  22.43          
FN1_A01_2018_LAS_38.laz                  22.43          
FN1_A01_2018_LAS_6.laz                   22.43          
FN1_A01_2018_LAS_11.laz                  22.43          
FN1_A01_2018_LAS_32.laz                  22.43          
FN1_A01_2018_LAS_26.laz                  22.43          
FN1_A01_2018_LAS_23.laz                  22.43          
FN1_A01_2018_LAS_27.laz                  22.43          
FN1_A01_2018_LAS_30.laz                  22.43          
FN1_A01_2016_laz_22.laz                  22.43          
FN1_A01_2016_laz_29.laz                  22.43          
FN1_A01_2018_LAS_43.laz                  22.43          
FN1_A01_2016_laz_51.laz                  22.43          
FN1_A01_2016_laz_30.laz                  22.43          
FN1_A01_2018_LAS_5.laz                   22.43          
FN1_A01_2016_laz_6.laz                   22.43          
FN1_A01_2018_LAS_49.laz                  22.43          
FN1_A01_2016_laz_35.laz                  22.42          
FN1_A01_2016_laz_60.laz                  22.42          
FN1_A01_2016_laz_9.laz                   22.42          
FN1_A01_2016_laz_33.laz                  22.42          
FN1_A01_2018_LAS_20.laz                  22.42          
FN1_A01_2016_laz_43.laz                  22.42          
FN1_A01_2018_LAS_8.laz                   22.42          
FN1_A01_2016_laz_10.laz                  22.42          
FN1_A01_2018_LAS_1.laz                   22.42          
FN1_A01_2018_LAS_28.laz                  22.42          
FN1_A01_2018_LAS_36.laz                  22.42          
FN1_A01_2016_laz_36.laz                  22.42          
FN1_A01_2018_LAS_29.laz                  22.42          
FN1_A01_2016_laz_1.laz                   22.42          
FN1_A01_2016_laz_57.laz                  22.42          
FN1_A01_2016_laz_32.laz                  22.42          
PRG_A01_2013_P28a_laz_5.laz              22.42          
FN1_A01_2018_LAS_35.laz                  22.42          
FN1_A01_2018_LAS_44.laz                  22.42          
FN1_A01_2016_laz_53.laz                  22.42          
FN1_A01_2016_laz_21.laz                  22.42          
FN1_A01_2018_LAS_7.laz                   22.41          
FN1_A01_2018_LAS_48.laz                  22.41          
FN1_A01_2018_LAS_31.laz                  22.41          
FN1_A01_2018_LAS_22.laz                  22.41          
FN1_A01_2016_laz_0.laz                   22.41          
FN1_A01_2016_laz_40.laz                  22.41          
FN1_A01_2016_laz_25.laz                  22.41          
FN1_A01_2018_LAS_0.laz                   22.41          
FN1_A01_2018_LAS_19.laz                  22.41          
FN1_A01_2016_laz_24.laz                  22.41          
FN1_A01_2018_LAS_10.laz                  22.41          
FN1_A01_2016_laz_12.laz                  22.41          
FN1_A01_2016_laz_11.laz                  22.41          
FN1_A01_2016_laz_56.laz                  22.41          
FN1_A01_2018_LAS_41.laz                  22.41          
FN1_A01_2018_LAS_39.laz                  22.41          
FN1_A01_2018_LAS_24.laz                  22.41          
FN1_A01_2018_LAS_9.laz                   22.41          
FN1_A01_2016_laz_48.laz                  22.41          
FN1_A01_2018_LAS_21.laz                  22.41          
FN1_A01_2016_laz_46.laz                  22.41          
FN1_A01_2016_laz_3.laz                   22.40          
FN1_A01_2016_laz_18.laz                  22.40          
FN1_A01_2018_LAS_13.laz                  22.40          
FN1_A01_2016_laz_15.laz                  22.40          
FN1_A01_2016_laz_27.laz                  22.40          
FN1_A01_2018_LAS_16.laz                  22.40          
FN1_A01_2018_LAS_47.laz                  22.40          
FN1_A01_2016_laz_14.laz                  22.40          
FN1_A01_2018_LAS_33.laz                  22.40          
FN1_A01_2018_LAS_2.laz                   22.40          
FN1_A01_2016_laz_38.laz                  22.40          
FN1_A01_2018_LAS_25.laz                  22.40          
FN1_A01_2016_laz_28.laz                  22.40          
JAC_A01_2015_laz_5.laz                   22.40          
FN1_A01_2016_laz_54.laz                  22.40          
FN1_A01_2018_LAS_45.laz                  22.40          
FN1_A01_2016_laz_44.laz                  22.40          
FN1_A01_2018_LAS_34.laz                  22.40          
FN1_A01_2016_laz_39.laz                  22.40          
FN1_A01_2018_LAS_12.laz                  22.40          
FN1_A01_2018_LAS_42.laz                  22.40          
FN1_A01_2016_laz_49.laz                  22.39          
FN1_A01_2018_LAS_37.laz                  22.39          
FST_A08_2015_laz_0.laz                   22.37          
FST_A03_2014_laz_9.laz                   22.29          
FN1_A01_2016_laz_13.laz                  22.27          
FN2_A01_2016_LAS_12.laz                  22.18          
FN2_A01_2016_LAS_7.laz                   22.18          
FN2_A01_2016_LAS_26.laz                  22.18          
FN2_A01_2016_LAS_43.laz                  22.18          
FN2_A01_2016_LAS_13.laz                  22.18          
FN2_A01_2016_LAS_35.laz                  22.18          
FN2_A01_2016_LAS_15.laz                  22.18          
FN2_A01_2016_LAS_27.laz                  22.18          
FN2_A01_2016_LAS_47.laz                  22.18          
FN2_A01_2018_LAS_47.laz                  22.18          
FN2_A01_2016_LAS_21.laz                  22.17          
FN2_A01_2016_LAS_4.laz                   22.17          
FN2_A01_2013_laz_6.laz                   22.17          
FN2_A01_2018_LAS_30.laz                  22.17          
FN2_A01_2016_LAS_0.laz                   22.17          
FN2_A01_2018_LAS_31.laz                  22.17          
FN2_A01_2016_LAS_1.laz                   22.17          
FN2_A01_2016_LAS_36.laz                  22.17          
FN2_A01_2013_laz_50.laz                  22.17          
FN2_A01_2016_LAS_22.laz                  22.17          
FN2_A01_2013_laz_14.laz                  22.17          
FN2_A01_2018_LAS_14.laz                  22.17          
FN2_A01_2013_laz_49.laz                  22.17          
FN2_A01_2018_LAS_2.laz                   22.17          
FN2_A01_2016_LAS_39.laz                  22.17          
FN2_A01_2016_LAS_45.laz                  22.17          
FN2_A01_2018_LAS_18.laz                  22.17          
FN2_A01_2013_laz_35.laz                  22.17          
FN2_A01_2016_LAS_32.laz                  22.17          
FN2_A01_2013_laz_34.laz                  22.17          
FN2_A01_2018_LAS_48.laz                  22.17          
FN2_A01_2013_laz_15.laz                  22.17          
FN2_A01_2013_laz_27.laz                  22.17          
FN2_A01_2013_laz_42.laz                  22.17          
FN2_A01_2018_LAS_6.laz                   22.17          
FN2_A01_2016_LAS_30.laz                  22.17          
FN2_A01_2018_LAS_26.laz                  22.17          
FN2_A01_2018_LAS_20.laz                  22.17          
FN2_A01_2013_laz_9.laz                   22.17          
FN2_A01_2018_LAS_27.laz                  22.17          
FN2_A01_2018_LAS_35.laz                  22.17          
FN2_A01_2013_laz_32.laz                  22.17          
FN2_A01_2016_LAS_11.laz                  22.17          
FN2_A01_2016_LAS_3.laz                   22.17          
FN2_A01_2013_laz_8.laz                   22.17          
FN2_A01_2016_LAS_24.laz                  22.17          
FN2_A01_2018_LAS_8.laz                   22.17          
FN2_A01_2013_laz_26.laz                  22.17          
FN2_A01_2016_LAS_2.laz                   22.17          
FN2_A01_2013_laz_31.laz                  22.16          
FN2_A01_2018_LAS_36.laz                  22.16          
FN2_A01_2018_LAS_39.laz                  22.16          
FN2_A01_2016_LAS_49.laz                  22.16          
FN2_A01_2013_laz_41.laz                  22.16          
FN2_A01_2018_LAS_34.laz                  22.16          
FN2_A01_2016_LAS_50.laz                  22.16          
FN2_A01_2016_LAS_37.laz                  22.16          
FN2_A01_2013_laz_33.laz                  22.16          
FN2_A01_2016_LAS_44.laz                  22.16          
FN2_A01_2013_laz_4.laz                   22.16          
FN2_A01_2018_LAS_15.laz                  22.16          
FN2_A01_2018_LAS_45.laz                  22.16          
FN2_A01_2013_laz_40.laz                  22.16          
FN2_A01_2016_LAS_31.laz                  22.16          
FN2_A01_2013_laz_37.laz                  22.16          
FN2_A01_2018_LAS_11.laz                  22.16          
FN2_A01_2016_LAS_10.laz                  22.16          
FN2_A01_2016_LAS_23.laz                  22.16          
FN2_A01_2013_laz_16.laz                  22.16          
FN2_A01_2018_LAS_29.laz                  22.16          
FN2_A01_2013_laz_47.laz                  22.16          
FN2_A01_2013_laz_48.laz                  22.16          
FN2_A01_2018_LAS_28.laz                  22.16          
FN2_A01_2013_laz_36.laz                  22.16          
FN2_A01_2013_laz_1.laz                   22.16          
FN2_A01_2018_LAS_4.laz                   22.16          
FN2_A01_2016_LAS_6.laz                   22.16          
FN2_A01_2016_LAS_38.laz                  22.16          
FN2_A01_2013_laz_19.laz                  22.16          
FN2_A01_2016_LAS_5.laz                   22.16          
FN2_A01_2013_laz_18.laz                  22.16          
FN2_A01_2018_LAS_38.laz                  22.16          
FN2_A01_2018_LAS_9.laz                   22.16          
FN2_A01_2013_laz_3.laz                   22.16          
FN2_A01_2016_LAS_17.laz                  22.16          
FN2_A01_2016_LAS_29.laz                  22.16          
FN2_A01_2018_LAS_3.laz                   22.16          
FN2_A01_2016_LAS_34.laz                  22.15          
FN2_A01_2018_LAS_33.laz                  22.15          
FN2_A01_2013_laz_10.laz                  22.15          
FN2_A01_2018_LAS_37.laz                  22.15          
FN2_A01_2016_LAS_46.laz                  22.15          
FN2_A01_2016_LAS_42.laz                  22.15          
FN2_A01_2013_laz_11.laz                  22.15          
FN2_A01_2018_LAS_10.laz                  22.15          
FN2_A01_2018_LAS_44.laz                  22.15          
FN2_A01_2013_laz_43.laz                  22.15          
FN2_A01_2016_LAS_28.laz                  22.15          
FN2_A01_2016_LAS_19.laz                  22.15          
FN2_A01_2016_LAS_8.laz                   22.15          
FN2_A01_2013_laz_44.laz                  22.15          
FN2_A01_2013_laz_29.laz                  22.15          
FN2_A01_2013_laz_25.laz                  22.15          
FN2_A01_2018_LAS_16.laz                  22.15          
FN2_A01_2013_laz_30.laz                  22.15          
FN2_A01_2016_LAS_14.laz                  22.15          
FN2_A01_2016_LAS_16.laz                  22.15          
FN2_A01_2018_LAS_22.laz                  22.15          
FN2_A01_2018_LAS_21.laz                  22.15          
FN2_A01_2013_laz_24.laz                  22.15          
FN2_A01_2018_LAS_41.laz                  22.15          
FN2_A01_2018_LAS_40.laz                  22.15          
FN2_A01_2016_LAS_33.laz                  22.15          
FN2_A01_2016_LAS_9.laz                   22.15          
FN2_A01_2013_laz_23.laz                  22.15          
FN2_A01_2013_laz_45.laz                  22.15          
FN2_A01_2018_LAS_5.laz                   22.15          
FN2_A01_2016_LAS_48.laz                  22.15          
FN2_A01_2016_LAS_20.laz                  22.15          
FN2_A01_2018_LAS_13.laz                  22.15          
FN2_A01_2018_LAS_17.laz                  22.15          
FN2_A01_2016_LAS_40.laz                  22.15          
FN2_A01_2013_laz_2.laz                   22.15          
FN2_A01_2013_laz_13.laz                  22.15          
FN2_A01_2018_LAS_32.laz                  22.15          
FN2_A01_2018_LAS_25.laz                  22.14          
FN2_A01_2013_laz_20.laz                  22.14          
FN2_A01_2018_LAS_49.laz                  22.14          
FN2_A01_2018_LAS_1.laz                   22.14          
FN2_A01_2016_LAS_41.laz                  22.14          
FN2_A01_2013_laz_38.laz                  22.14          
FN2_A01_2018_LAS_24.laz                  22.14          
FN2_A01_2018_LAS_12.laz                  22.14          
FN2_A01_2013_laz_0.laz                   22.14          
FN2_A01_2018_LAS_43.laz                  22.14          
FN2_A01_2013_laz_5.laz                   22.14          
FN2_A01_2013_laz_39.laz                  22.14          
FN2_A01_2018_LAS_42.laz                  22.14          
FN2_A01_2013_laz_21.laz                  22.14          
FN2_A01_2018_LAS_19.laz                  22.14          
FN2_A01_2013_laz_12.laz                  22.14          
FN2_A01_2013_laz_17.laz                  22.14          
FN2_A01_2013_laz_46.laz                  22.14          
FN2_A01_2013_laz_22.laz                  22.14          
FN2_A01_2018_LAS_0.laz                   22.14          
FN2_A01_2018_LAS_7.laz                   22.14          
FNA_A01_2018_LAS_1.laz                   22.11          
ST3_A01_2018_P27_LAS_0.laz               22.08          
FST_A03_2014_laz_6.laz                   21.99          
ST3_A01_2014_P27_laz_4.laz               21.99          
ST3_A01_2014_P01_laz_2.laz               21.96          
FN3_A01_2014_P04_laz_4.laz               21.94          
ST3_A01_2018_P03_LAS_0.laz               21.93          
BON_A01_2013_laz_3.laz                   21.88          
COT_A01_2011_laz_2.laz                   21.78          
MMA_A01_2017_laz_0.laz                   21.72          
ST3_A01_2018_P08_LAS_5.laz               21.69          
ST1_A01_2016_laz_65.laz                  21.67          
ST1_A01_2013_laz_58.laz                  21.66          
RIB_A01_2014_laz_0.laz                   21.62          
ST3_A01_2018_P05_LAS_0.laz               21.45          
FST_A02_2014_laz_3.laz                   21.42          
TAL_A01_2013_laz_4.laz                   21.35          
COT_A01_2011_laz_11.laz                  21.33          
FN1_A01_2018_LAS_15.laz                  21.30          
JAM_A07_2015_laz_6.laz                   21.18          
PRG_A01_2013_P27a_laz_0.laz              21.13          
FN1_A01_2016_laz_26.laz                  21.13          
PRG_A01_2013_P22a_laz_7.laz              21.07          
ST1_A01_2016_laz_63.laz                  21.05          
TAP_A04_2018_LAS_4.laz                   21.03          
ST1_A01_2013_laz_10.laz                  21.02          
FND_A03_2017_laz_11.laz                  21.02          
PRG_A01_2013_P11b_laz_5.laz              20.98          
SAN_A01_2014_laz_12.laz                  20.94          
PRG_A01_2013_P11a_laz_1.laz              20.92          
ST3_A01_2014_P13_laz_3.laz               20.87          
JAM_A03_2013_laz_9.laz                   20.85          
HUM_A01_2018_LAS_4.laz                   20.80          
ST3_A01_2018_P08_LAS_0.laz               20.74          
HUM_A01_2018_LAS_5.laz                   20.73          
GO1_A01_2014_laz_0.laz                   20.72          
FST_A05_2014_laz_4.laz                   20.71          
FN3_A01_2014_P01_laz_7.laz               20.66          
ST3_A01_2014_P12_laz_4.laz               20.60          
ST3_A01_2018_P12_LAS_2.laz               20.60          
ST3_A01_2014_P12_laz_3.laz               20.60          
ST3_A01_2018_P12_LAS_4.laz               20.60          
ST3_A01_2014_P12_laz_1.laz               20.60          
ST3_A01_2018_P12_LAS_5.laz               20.60          
ST3_A01_2014_P12_laz_2.laz               20.60          
ST3_A01_2018_P12_LAS_3.laz               20.60          
GO1_A01_2018_LAS_21.laz                  20.58          
SAN_A01_2014_laz_7.laz                   20.53          
CON_A01_2015_LAS_17.laz                  20.51          
TAP_A03_2012_laz_6.laz                   20.50          
TAP_A03_2016_laz_13.laz                  20.47          
TAP_A03_2013_laz_15.laz                  20.44          
ST3_A01_2018_P09_LAS_1.laz               20.41          
ST3_A01_2014_P11_laz_1.laz               20.40          
ST3_A01_2014_P11_laz_5.laz               20.40          
ST3_A01_2018_P11_LAS_4.laz               20.40          
ST3_A01_2014_P11_laz_2.laz               20.40          
ST3_A01_2018_P11_LAS_2.laz               20.40          
ST3_A01_2014_P11_laz_4.laz               20.40          
ST3_A01_2018_P11_LAS_3.laz               20.40          
ST3_A01_2018_P11_LAS_5.laz               20.40          
PAR_A01_2013_laz_0.laz                   20.37          
FN3_A01_2014_P04_laz_0.laz               20.37          
ST3_A01_2014_P29_laz_2.laz               20.37          
ST3_A01_2018_P29_LAS_3.laz               20.37          
ST3_A01_2014_P29_laz_1.laz               20.37          
ST3_A01_2018_P29_LAS_4.laz               20.37          
ST3_A01_2014_P29_laz_4.laz               20.37          
ST3_A01_2018_P29_LAS_5.laz               20.37          
ST3_A01_2014_P29_laz_3.laz               20.36          
ST3_A01_2018_P29_LAS_2.laz               20.36          
ST3_A01_2018_P28_LAS_2.laz               20.36          
ST3_A01_2014_P28_laz_2.laz               20.36          
ST3_A01_2018_P28_LAS_0.laz               20.36          
ST3_A01_2014_P28_laz_4.laz               20.36          
ST3_A01_2018_P28_LAS_1.laz               20.36          
ST3_A01_2014_P28_laz_3.laz               20.36          
ST3_A01_2018_P28_LAS_3.laz               20.36          
ST3_A01_2014_P28_laz_0.laz               20.36          
ST3_A01_2014_P18_laz_1.laz               20.36          
ST3_A01_2014_P22_laz_4.laz               20.35          
ST3_A01_2018_P22_LAS_5.laz               20.35          
ST3_A01_2014_P22_laz_5.laz               20.34          
ST3_A01_2018_P22_LAS_3.laz               20.34          
ST3_A01_2014_P22_laz_2.laz               20.34          
ST3_A01_2018_P22_LAS_2.laz               20.34          
ST3_A01_2014_P22_laz_1.laz               20.34          
ST3_A01_2018_P22_LAS_4.laz               20.34          
GO1_A01_2014_laz_30.laz                  20.34          
ST3_A01_2014_P21_laz_1.laz               20.34          
ST3_A01_2014_P21_laz_4.laz               20.34          
ST3_A01_2014_P21_laz_0.laz               20.34          
ST3_A01_2014_P21_laz_5.laz               20.34          
PAR_A01_2013_laz_optional_9.laz          20.33          
PRG_A01_2013_P25a_laz_4.laz              20.32          
ST3_A01_2014_P10_laz_3.laz               20.31          
ST3_A01_2018_P10_LAS_1.laz               20.31          
ST3_A01_2014_P10_laz_4.laz               20.31          
ST3_A01_2018_P10_LAS_2.laz               20.31          
ST3_A01_2018_P07_LAS_3.laz               20.31          
ST3_A01_2014_P07_laz_0.laz               20.31          
ST3_A01_2014_P10_laz_1.laz               20.31          
ST3_A01_2018_P10_LAS_3.laz               20.31          
ST3_A01_2018_P07_LAS_4.laz               20.31          
ST3_A01_2014_P07_laz_4.laz               20.31          
ST3_A01_2014_P10_laz_2.laz               20.31          
ST3_A01_2018_P10_LAS_0.laz               20.31          
